dt[s],5e-10
freqs[MHz],channel,p1[2V/sqrt(Hz)],chi2[TBA]
10.0,11,7.968421566662106e-08,0
10.0,12,8.389207561038984e-08,0
10.0,13,6.641304346590491e-08,0
10.0,14,8.148831149749235e-08,0
10.0,15,1.6218394281248474e-07,0
12.0,0,6.373726078325061e-08,0
12.0,1,6.766598900221636e-08,0
12.0,2,1.2659573084113286e-07,0
12.0,3,7.364007709740914e-08,0
12.0,4,1.1808029897858813e-07,0
12.0,5,6.305554075608987e-08,0
12.0,6,1.2597185145189022e-07,0
12.0,7,9.902654636437126e-08,0
12.0,8,1.133005502206157e-07,0
12.0,9,6.153797675643634e-08,0
12.0,10,7.395726662776364e-08,0
12.0,11,7.993059198226767e-08,0
12.0,12,8.391160024719722e-08,0
12.0,13,6.669580940160737e-08,0
12.0,14,8.213528372958155e-08,0
12.0,15,1.6135818047241934e-07,0
14.0,0,6.397090705429533e-08,0
14.0,1,6.763974407290296e-08,0
14.0,2,1.2657161381754667e-07,0
14.0,3,7.354105696166946e-08,0
14.0,4,1.1802976353248658e-07,0
14.0,5,6.311191217690484e-08,0
14.0,6,1.2593810648451683e-07,0
14.0,7,9.87407175413407e-08,0
14.0,8,1.1341032227817483e-07,0
14.0,9,6.15487976561305e-08,0
14.0,10,7.400936234969737e-08,0
14.0,11,8.003661778628375e-08,0
14.0,12,8.392737521953527e-08,0
14.0,13,6.658789922774104e-08,0
14.0,14,8.211152743774017e-08,0
14.0,15,1.6028121020247298e-07,0
16.0,0,6.408115012776873e-08,0
16.0,1,6.778365275198374e-08,0
16.0,2,1.2666864479282518e-07,0
16.0,3,7.376196842532236e-08,0
16.0,4,1.1836983480891538e-07,0
16.0,5,6.308906079374406e-08,0
16.0,6,1.2611878127298386e-07,0
16.0,7,9.965591907874402e-08,0
16.0,8,1.1348353834979597e-07,0
16.0,9,6.156913988813194e-08,0
16.0,10,7.439184339406513e-08,0
16.0,11,8.005882105070355e-08,0
16.0,12,8.394863903394054e-08,0
16.0,13,6.68260791627341e-08,0
16.0,14,8.212467844635591e-08,0
16.0,15,1.6251108214427605e-07,0
18.000000000000004,0,6.432558645769847e-08,0
18.000000000000004,1,6.806031906514985e-08,0
18.000000000000004,2,1.2678218757042075e-07,0
18.000000000000004,3,7.385265063127267e-08,0
18.000000000000004,4,1.1852866201154255e-07,0
18.000000000000004,5,6.319021798349699e-08,0
18.000000000000004,6,1.263382752541904e-07,0
18.000000000000004,7,1.0004984306663571e-07,0
18.000000000000004,8,1.13658598131047e-07,0
18.000000000000004,9,6.159058580305614e-08,0
18.000000000000004,10,7.456155692137358e-08,0
18.000000000000004,11,8.018807098642864e-08,0
18.000000000000004,12,8.397324116671168e-08,0
18.000000000000004,13,6.704074536419036e-08,0
18.000000000000004,14,8.224030915010805e-08,0
18.000000000000004,15,1.6315787052241936e-07,0
20.0,0,6.525109643296962e-08,0
20.0,1,6.84515187088038e-08,0
20.0,2,1.2700493434202557e-07,0
20.0,3,7.39064280351903e-08,0
20.0,4,1.1877333651948159e-07,0
20.0,5,6.350286709966819e-08,0
20.0,6,1.264433643265478e-07,0
20.0,7,1.0019482282841754e-07,0
20.0,8,1.139335737654491e-07,0
20.0,9,6.159825018347455e-08,0
20.0,10,7.477328951363127e-08,0
20.0,11,8.056706299435614e-08,0
20.0,12,8.400923824712828e-08,0
20.0,13,6.711049460929784e-08,0
20.0,14,8.247974702719867e-08,0
20.0,15,1.6125619744364073e-07,0
22.0,0,6.641977105740396e-08,0
22.0,1,6.878001607796144e-08,0
22.0,2,1.2734131611163686e-07,0
22.0,3,7.410401596795078e-08,0
22.0,4,1.1952042010839172e-07,0
22.0,5,6.371437368816992e-08,0
22.0,6,1.268727366264595e-07,0
22.0,7,1.0147796592943756e-07,0
22.0,8,1.1431709945372248e-07,0
22.0,9,6.164272427280161e-08,0
22.0,10,7.587032675799657e-08,0
22.0,11,8.09658738293568e-08,0
22.0,12,8.409723672953755e-08,0
22.0,13,6.744140739280616e-08,0
22.0,14,8.273850577066443e-08,0
22.0,15,1.6263166676689646e-07,0
24.0,0,6.568510314816084e-08,0
24.0,1,6.849952478822764e-08,0
24.0,2,1.2716117053593947e-07,0
24.0,3,7.414731170416187e-08,0
24.0,4,1.1938365497575048e-07,0
24.0,5,6.348095177269639e-08,0
24.0,6,1.2685501192123086e-07,0
24.0,7,1.01557717115296e-07,0
24.0,8,1.142054741489066e-07,0
24.0,9,6.172425186535051e-08,0
24.0,10,7.536362050497363e-08,0
24.0,11,8.071036212903654e-08,0
24.0,12,8.408818342074462e-08,0
24.0,13,6.726850781512572e-08,0
24.0,14,8.247661369698899e-08,0
24.0,15,1.6399134904915417e-07,0
26.000000000000004,0,6.804961744847004e-08,0
26.000000000000004,1,6.9109531915327e-08,0
26.000000000000004,2,1.2763863027334137e-07,0
26.000000000000004,3,7.43457736593875e-08,0
26.000000000000004,4,1.2033555734554755e-07,0
26.000000000000004,5,6.401237421734284e-08,0
26.000000000000004,6,1.27342248206686e-07,0
26.000000000000004,7,1.026364291379629e-07,0
26.000000000000004,8,1.1486217110836184e-07,0
26.000000000000004,9,6.178194599631753e-08,0
26.000000000000004,10,7.71854199491359e-08,0
26.000000000000004,11,8.169436076001298e-08,0
26.000000000000004,12,8.426310980139243e-08,0
26.000000000000004,13,6.768191759267443e-08,0
26.000000000000004,14,8.290517270611161e-08,0
26.000000000000004,15,1.6414966455515698e-07,0
28.0,0,6.865814345734555e-08,0
28.0,1,6.939632056226748e-08,0
28.0,2,1.2767309414268998e-07,0
28.0,3,7.440634297312461e-08,0
28.0,4,1.205071145077482e-07,0
28.0,5,6.428279500048224e-08,0
28.0,6,1.2755385713593155e-07,0
28.0,7,1.0238108179152763e-07,0
28.0,8,1.148447066665726e-07,0
28.0,9,6.181328949859717e-08,0
28.0,10,7.751575873573647e-08,0
28.0,11,8.276624975669255e-08,0
28.0,12,8.434947555044848e-08,0
28.0,13,6.765129693241215e-08,0
28.0,14,8.297051122224944e-08,0
28.0,15,1.628462005997485e-07,0
30.0,0,6.983322243867145e-08,0
30.0,1,6.961238544110762e-08,0
30.0,2,1.2808481412269535e-07,0
30.0,3,7.470736694375915e-08,0
30.0,4,1.2174540997748066e-07,0
30.0,5,6.442649717319742e-08,0
30.0,6,1.2803041996170673e-07,0
30.0,7,1.0370327475390996e-07,0
30.0,8,1.157706162544246e-07,0
30.0,9,6.207829367279614e-08,0
30.0,10,7.945567501093695e-08,0
30.0,11,8.337224815868846e-08,0
30.0,12,8.463624737334211e-08,0
30.0,13,6.79436067356791e-08,0
30.0,14,8.313754561179949e-08,0
30.0,15,1.6522974630787192e-07,0
32.0,0,6.930120782294992e-08,0
32.0,1,6.94790407301696e-08,0
32.0,2,1.282652714241426e-07,0
32.0,3,7.473358443550078e-08,0
32.0,4,1.2163960554352957e-07,0
32.0,5,6.4383772055458e-08,0
32.0,6,1.281772717952937e-07,0
32.0,7,1.037696455607446e-07,0
32.0,8,1.157243312878862e-07,0
32.0,9,6.227016754059707e-08,0
32.0,10,7.977258807379717e-08,0
32.0,11,8.291749064579546e-08,0
32.0,12,8.470729077382028e-08,0
32.0,13,6.796495880146876e-08,0
32.0,14,8.318820110002697e-08,0
32.0,15,1.6595579343212725e-07,0
34.0,0,7.090490793535152e-08,0
34.0,1,7.008691189456583e-08,0
34.0,2,1.2875866529836553e-07,0
34.0,3,7.50098806190225e-08,0
34.0,4,1.2317027006092108e-07,0
34.0,5,6.5199180325518e-08,0
34.0,6,1.2893037898813656e-07,0
34.0,7,1.0414949711180692e-07,0
34.0,8,1.1653069220810338e-07,0
34.0,9,6.24293177951999e-08,0
34.0,10,8.107198949602522e-08,0
34.0,11,8.538111125023612e-08,0
34.0,12,8.522535128528557e-08,0
34.0,13,6.840349231652097e-08,0
34.0,14,8.339594133357379e-08,0
34.0,15,1.6538210544041677e-07,0
36.00000000000001,0,7.148825029148696e-08,0
36.00000000000001,1,7.035894495665144e-08,0
36.00000000000001,2,1.293117875266906e-07,0
36.00000000000001,3,7.541342750668456e-08,0
36.00000000000001,4,1.2397827535072147e-07,0
36.00000000000001,5,6.616136529422148e-08,0
36.00000000000001,6,1.2993240047072233e-07,0
36.00000000000001,7,1.047755572603132e-07,0
36.00000000000001,8,1.174191726505424e-07,0
36.00000000000001,9,6.302448704112246e-08,0
36.00000000000001,10,8.185498506463311e-08,0
36.00000000000001,11,8.648584278243948e-08,0
36.00000000000001,12,8.605462024673085e-08,0
36.00000000000001,13,6.884458702490529e-08,0
36.00000000000001,14,8.355347432028427e-08,0
36.00000000000001,15,1.6607646612414777e-07,0
38.0,0,7.139869388357059e-08,0
38.0,1,7.03115588333865e-08,0
38.0,2,1.2956860086704743e-07,0
38.0,3,7.555813077939487e-08,0
38.0,4,1.2426982909270823e-07,0
38.0,5,6.567662165382997e-08,0
38.0,6,1.3006953477795993e-07,0
38.0,7,1.0506777083627489e-07,0
38.0,8,1.1804604922226807e-07,0
38.0,9,6.341861462185654e-08,0
38.0,10,8.210437040064718e-08,0
38.0,11,8.632369094676111e-08,0
38.0,12,8.646265032270551e-08,0
38.0,13,6.89918032650529e-08,0
38.0,14,8.355801809486903e-08,0
38.0,15,1.6857468030373415e-07,0
40.0,0,7.179513088101696e-08,0
40.0,1,7.06860913759268e-08,0
40.0,2,1.3060569935376965e-07,0
40.0,3,7.602753246272496e-08,0
40.0,4,1.249647340020219e-07,0
40.0,5,6.687529824678203e-08,0
40.0,6,1.313896597407513e-07,0
40.0,7,1.0546419346628062e-07,0
40.0,8,1.1894378401322411e-07,0
40.0,9,6.439858924649451e-08,0
40.0,10,8.254857493824124e-08,0
40.0,11,8.737115748595909e-08,0
40.0,12,8.750070184792295e-08,0
40.0,13,6.972521750491871e-08,0
40.0,14,8.370966009664705e-08,0
40.0,15,1.6990548435417284e-07,0
42.0,0,7.206304380431698e-08,0
42.0,1,7.084730483889401e-08,0
42.0,2,1.3134184186739503e-07,0
42.0,3,7.641384541560358e-08,0
42.0,4,1.252585038939487e-07,0
42.0,5,6.810743525283244e-08,0
42.0,6,1.3199462461384628e-07,0
42.0,7,1.0544804663867453e-07,0
42.0,8,1.195924544732184e-07,0
42.0,9,6.464907940378077e-08,0
42.0,10,8.278927332311747e-08,0
42.0,11,8.822267682610952e-08,0
42.0,12,8.867041562160897e-08,0
42.0,13,7.02756369034779e-08,0
42.0,14,8.383122372902476e-08,0
42.0,15,1.683590427209983e-07,0
44.0,0,7.228468354355894e-08,0
44.0,1,7.118391727073194e-08,0
44.0,2,1.329022974341125e-07,0
44.0,3,7.685046200384278e-08,0
44.0,4,1.2607717550102398e-07,0
44.0,5,6.913704916666354e-08,0
44.0,6,1.3366453154863104e-07,0
44.0,7,1.0589319244970913e-07,0
44.0,8,1.2129417247351939e-07,0
44.0,9,6.752392894911865e-08,0
44.0,10,8.323313120767891e-08,0
44.0,11,8.864978719307676e-08,0
44.0,12,9.101882323234345e-08,0
44.0,13,7.143592168502933e-08,0
44.0,14,8.401210100852509e-08,0
44.0,15,1.715053123629149e-07,0
46.0,0,7.224472568480939e-08,0
46.0,1,7.119230459701154e-08,0
46.0,2,1.3340051605547725e-07,0
46.0,3,7.697603215045069e-08,0
46.0,4,1.2634160153504339e-07,0
46.0,5,6.901126806482506e-08,0
46.0,6,1.3383790990124348e-07,0
46.0,7,1.060562436827528e-07,0
46.0,8,1.214646708429913e-07,0
46.0,9,6.806303703561098e-08,0
46.0,10,8.325019989347418e-08,0
46.0,11,8.864178831857718e-08,0
46.0,12,9.125813143222252e-08,0
46.0,13,7.151231441301979e-08,0
46.0,14,8.405203975693103e-08,0
46.0,15,1.7373598704847953e-07,0
48.0,0,7.245426047930186e-08,0
48.0,1,7.157562437330262e-08,0
48.0,2,1.3584041931926934e-07,0
48.0,3,7.792648917295404e-08,0
48.0,4,1.2716033456086086e-07,0
48.0,5,7.013048880677835e-08,0
48.0,6,1.352395109718797e-07,0
48.0,7,1.0630458120760071e-07,0
48.0,8,1.230309131923935e-07,0
48.0,9,6.973335290648456e-08,0
48.0,10,8.355633289453991e-08,0
48.0,11,8.921585107437334e-08,0
48.0,12,9.273818291997816e-08,0
48.0,13,7.260076939725755e-08,0
48.0,14,8.43918433900658e-08,0
48.0,15,1.7396608864948365e-07,0
50.0,0,7.250636279470866e-08,0
50.0,1,7.18206175087604e-08,0
50.0,2,1.3632621455535663e-07,0
50.0,3,7.821810525295481e-08,0
50.0,4,1.2769438351412617e-07,0
50.0,5,7.058672426465979e-08,0
50.0,6,1.3585841881850525e-07,0
50.0,7,1.0646769919010539e-07,0
50.0,8,1.2350819834266564e-07,0
50.0,9,7.02181180163861e-08,0
50.0,10,8.362034802621048e-08,0
50.0,11,8.941419782476838e-08,0
50.0,12,9.323098767419769e-08,0
50.0,13,7.287693573667296e-08,0
50.0,14,8.468784954976006e-08,0
50.0,15,1.7304362073465015e-07,0
52.00000000000001,0,7.257736465333896e-08,0
52.00000000000001,1,7.212226354405382e-08,0
52.00000000000001,2,1.372305210776034e-07,0
52.00000000000001,3,7.935057555947057e-08,0
52.00000000000001,4,1.287882998832449e-07,0
52.00000000000001,5,7.081996618668327e-08,0
52.00000000000001,6,1.3674307890819859e-07,0
52.00000000000001,7,1.071737562160045e-07,0
52.00000000000001,8,1.2426548033869433e-07,0
52.00000000000001,9,7.151469951378367e-08,0
52.00000000000001,10,8.376502629348645e-08,0
52.00000000000001,11,8.968445617864021e-08,0
52.00000000000001,12,9.389952125550324e-08,0
52.00000000000001,13,7.367973989813987e-08,0
52.00000000000001,14,8.525182771980177e-08,0
52.00000000000001,15,1.7627949431643081e-07,0
54.0,0,7.259725884956312e-08,0
54.0,1,7.241691016894989e-08,0
54.0,2,1.3781103642930146e-07,0
54.0,3,8.012016501334773e-08,0
54.0,4,1.2928904756390676e-07,0
54.0,5,7.108994969085406e-08,0
54.0,6,1.3752090974721042e-07,0
54.0,7,1.0787595544386352e-07,0
54.0,8,1.2450655572038992e-07,0
54.0,9,7.177482295441284e-08,0
54.0,10,8.382304587179408e-08,0
54.0,11,8.970210298538157e-08,0
54.0,12,9.404082152307565e-08,0
54.0,13,7.405780694710842e-08,0
54.0,14,8.615991432573648e-08,0
54.0,15,1.7754694680500093e-07,0
56.0,0,7.269279921328736e-08,0
56.0,1,7.282312731826008e-08,0
56.0,2,1.3844945210913895e-07,0
56.0,3,8.105342698893377e-08,0
56.0,4,1.3047222709602903e-07,0
56.0,5,7.15586202780653e-08,0
56.0,6,1.3816142467211066e-07,0
56.0,7,1.0848032443781191e-07,0
56.0,8,1.2564059237364178e-07,0
56.0,9,7.21009733236715e-08,0
56.0,10,8.390798109349946e-08,0
56.0,11,9.028254161474282e-08,0
56.0,12,9.446613901486074e-08,0
56.0,13,7.466234927521935e-08,0
56.0,14,8.765541754297613e-08,0
56.0,15,1.7747981743378029e-07,0
58.0,0,7.277102540411248e-08,0
58.0,1,7.367204912961046e-08,0
58.0,2,1.3936738562185106e-07,0
58.0,3,8.236869327104186e-08,0
58.0,4,1.3251524303566382e-07,0
58.0,5,7.185371086576427e-08,0
58.0,6,1.3953140042804032e-07,0
58.0,7,1.1046195320785939e-07,0
58.0,8,1.2693260880996263e-07,0
58.0,9,7.249934687078923e-08,0
58.0,10,8.404185198655894e-08,0
58.0,11,9.06190073647084e-08,0
58.0,12,9.477667292131921e-08,0
58.0,13,7.52782546773027e-08,0
58.0,14,9.045131990175064e-08,0
58.0,15,1.7985483183184727e-07,0
60.0,0,7.279175465450562e-08,0
60.0,1,7.390667590625874e-08,0
60.0,2,1.396121091280825e-07,0
60.0,3,8.282250535024207e-08,0
60.0,4,1.3323159874361637e-07,0
60.0,5,7.189338203760828e-08,0
60.0,6,1.398271005043852e-07,0
60.0,7,1.1160715692669598e-07,0
60.0,8,1.2760206638317895e-07,0
60.0,9,7.254306342845853e-08,0
60.0,10,8.417207119288014e-08,0
60.0,11,9.07478620827265e-08,0
60.0,12,9.487615530700044e-08,0
60.0,13,7.559777732284302e-08,0
60.0,14,9.093214985423512e-08,0
60.0,15,1.8355295873554097e-07,0
62.0,0,7.299638338513483e-08,0
62.0,1,7.524598252730232e-08,0
62.0,2,1.412585206337782e-07,0
62.0,3,8.383914347292378e-08,0
62.0,4,1.352950541494274e-07,0
62.0,5,7.245804042024887e-08,0
62.0,6,1.4199996403614435e-07,0
62.0,7,1.1403857987590162e-07,0
62.0,8,1.295672838530366e-07,0
62.0,9,7.262323406272785e-08,0
62.0,10,8.464933450101571e-08,0
62.0,11,9.150524999526812e-08,0
62.0,12,9.511198843836578e-08,0
62.0,13,7.644020507483274e-08,0
62.0,14,9.277228740504613e-08,0
62.0,15,1.8497898837563424e-07,0
64.0,0,7.32818410716264e-08,0
64.0,1,7.654585740710488e-08,0
64.0,2,1.423338303350339e-07,0
64.0,3,8.419403514249258e-08,0
64.0,4,1.3613609951454293e-07,0
64.0,5,7.302221768099665e-08,0
64.0,6,1.433220694526828e-07,0
64.0,7,1.1471483165421455e-07,0
64.0,8,1.3057991699220072e-07,0
64.0,9,7.267500621834812e-08,0
64.0,10,8.545636439531444e-08,0
64.0,11,9.279470957617753e-08,0
64.0,12,9.536668984365218e-08,0
64.0,13,7.712674498853754e-08,0
64.0,14,9.34373985805623e-08,0
64.0,15,1.842556670311917e-07,0
66.0,0,7.387443256387482e-08,0
66.0,1,7.864149061434989e-08,0
66.0,2,1.4476602537206994e-07,0
66.0,3,8.501216023696179e-08,0
66.0,4,1.3760764584231217e-07,0
66.0,5,7.35910886473925e-08,0
66.0,6,1.4584883645011022e-07,0
66.0,7,1.1623252059777987e-07,0
66.0,8,1.3318579890983122e-07,0
66.0,9,7.27524509425769e-08,0
66.0,10,8.734443541591003e-08,0
66.0,11,9.508513362265461e-08,0
66.0,12,9.600254599556724e-08,0
66.0,13,7.822543976352514e-08,0
66.0,14,9.398359613381468e-08,0
66.0,15,1.8768308270162172e-07,0
68.0,0,7.421383741262347e-08,0
68.0,1,7.934222358325225e-08,0
68.0,2,1.472969103265714e-07,0
68.0,3,8.540303636125428e-08,0
68.0,4,1.3822203927296615e-07,0
68.0,5,7.392076522612027e-08,0
68.0,6,1.4692464209664323e-07,0
68.0,7,1.1667464846265123e-07,0
68.0,8,1.3398004013332076e-07,0
68.0,9,7.288117411582842e-08,0
68.0,10,9.010498736758132e-08,0
68.0,11,9.609534824357648e-08,0
68.0,12,9.666126761250291e-08,0
68.0,13,7.876763211586745e-08,0
68.0,14,9.430662581017724e-08,0
68.0,15,1.9006577808748214e-07,0
70.0,0,7.644696688026171e-08,0
70.0,1,8.070183297343484e-08,0
70.0,2,1.4874647539295937e-07,0
70.0,3,8.620386471315096e-08,0
70.0,4,1.3993089796395934e-07,0
70.0,5,7.504987816030053e-08,0
70.0,6,1.4840596881014387e-07,0
70.0,7,1.1713115832794014e-07,0
70.0,8,1.3570891399543848e-07,0
70.0,9,7.317043291335174e-08,0
70.0,10,9.275651984106539e-08,0
70.0,11,9.915176256792454e-08,0
70.0,12,9.906881993369337e-08,0
70.0,13,8.000637130628843e-08,0
70.0,14,9.477759788927019e-08,0
70.0,15,1.9141198227801771e-07,0
72.00000000000001,0,8.048154771044887e-08,0
72.00000000000001,1,8.156361639255396e-08,0
72.00000000000001,2,1.4990676358975742e-07,0
72.00000000000001,3,8.713588086392212e-08,0
72.00000000000001,4,1.4183792807207465e-07,0
72.00000000000001,5,7.633713396215568e-08,0
72.00000000000001,6,1.4999677197293265e-07,0
72.00000000000001,7,1.179867379767574e-07,0
72.00000000000001,8,1.3713823591811037e-07,0
72.00000000000001,9,7.408755207835977e-08,0
72.00000000000001,10,9.381146478585927e-08,0
72.00000000000001,11,1.0012615499249059e-07,0
72.00000000000001,12,1.0239941824401142e-07,0
72.00000000000001,13,8.119355446389687e-08,0
72.00000000000001,14,9.523008125668709e-08,0
72.00000000000001,15,1.9385467104935678e-07,0
74.0,0,8.166055305796691e-08,0
74.0,1,8.188070295932497e-08,0
74.0,2,1.5076506560753058e-07,0
74.0,3,8.76433515593272e-08,0
74.0,4,1.4368739747924136e-07,0
74.0,5,7.654305360241675e-08,0
74.0,6,1.5107604545263342e-07,0
74.0,7,1.1917869642077629e-07,0
74.0,8,1.386038599236405e-07,0
74.0,9,7.566625917770985e-08,0
74.0,10,9.438905994722951e-08,0
74.0,11,1.0058349656750646e-07,0
74.0,12,1.0391300504955723e-07,0
74.0,13,8.214261482050698e-08,0
74.0,14,9.571383551152368e-08,0
74.0,15,1.9776452090475113e-07,0
76.0,0,8.271043546447398e-08,0
76.0,1,8.257749758014343e-08,0
76.0,2,1.5250318737469422e-07,0
76.0,3,8.896787840978893e-08,0
76.0,4,1.4607120119539528e-07,0
76.0,5,7.876647616992616e-08,0
76.0,6,1.5358101437877702e-07,0
76.0,7,1.2126006378404504e-07,0
76.0,8,1.404806548576139e-07,0
76.0,9,7.834491124906375e-08,0
76.0,10,9.470717653185902e-08,0
76.0,11,1.0092523033580131e-07,0
76.0,12,1.0479570914438497e-07,0
76.0,13,8.33191359936706e-08,0
76.0,14,9.665291230229354e-08,0
76.0,15,1.9974107222089472e-07,0
78.0,0,8.341369282482115e-08,0
78.0,1,8.327682405580554e-08,0
78.0,2,1.5515264324826683e-07,0
78.0,3,9.035985635638799e-08,0
78.0,4,1.4772073459484698e-07,0
78.0,5,8.074380493739244e-08,0
78.0,6,1.5636262522808734e-07,0
78.0,7,1.233432984932704e-07,0
78.0,8,1.430805631655293e-07,0
78.0,9,8.078489510981292e-08,0
78.0,10,9.503001048043326e-08,0
78.0,11,1.0175445260568032e-07,0
78.0,12,1.055864679717743e-07,0
78.0,13,8.431513897676218e-08,0
78.0,14,9.948006888292033e-08,0
78.0,15,2.003846819508623e-07,0
80.0,0,8.372902535995166e-08,0
80.0,1,8.437448148514255e-08,0
80.0,2,1.5873691123695032e-07,0
80.0,3,9.272381019207428e-08,0
80.0,4,1.498841958740042e-07,0
80.0,5,8.211780325319573e-08,0
80.0,6,1.587547446219479e-07,0
80.0,7,1.2647160619396736e-07,0
80.0,8,1.4609720950248004e-07,0
80.0,9,8.302166398806523e-08,0
80.0,10,9.542303942340607e-08,0
80.0,11,1.0275021650033281e-07,0
80.0,12,1.0615166963977763e-07,0
80.0,13,8.570455965669042e-08,0
80.0,14,1.0300918693070628e-07,0
80.0,15,2.0582529973741418e-07,0
82.0,0,8.382513929071147e-08,0
82.0,1,8.506683772680491e-08,0
82.0,2,1.6011458544899666e-07,0
82.0,3,9.411857143457687e-08,0
82.0,4,1.5120588663942543e-07,0
82.0,5,8.23727403343331e-08,0
82.0,6,1.601288460430405e-07,0
82.0,7,1.2755643322878245e-07,0
82.0,8,1.468321250547745e-07,0
82.0,9,8.334077303463125e-08,0
82.0,10,9.622285907385973e-08,0
82.0,11,1.0388477703224148e-07,0
82.0,12,1.0647197737858256e-07,0
82.0,13,8.639807296991374e-08,0
82.0,14,1.0435107421017e-07,0
82.0,15,2.0959538467208328e-07,0
84.0,0,8.42740143328751e-08,0
84.0,1,8.776632424009958e-08,0
84.0,2,1.622732652042776e-07,0
84.0,3,9.580242580934269e-08,0
84.0,4,1.5479139678232575e-07,0
84.0,5,8.365457233124215e-08,0
84.0,6,1.6276303630680966e-07,0
84.0,7,1.286652833462992e-07,0
84.0,8,1.4994612354494556e-07,0
84.0,9,8.37768144237273e-08,0
84.0,10,9.928161332036043e-08,0
84.0,11,1.0868289860493392e-07,0
84.0,12,1.0833394622101669e-07,0
84.0,13,8.868283858482413e-08,0
84.0,14,1.05362622200116e-07,0
84.0,15,2.1184634588718528e-07,0
86.0,0,8.489947144252735e-08,0
86.0,1,9.087183507847689e-08,0
86.0,2,1.648177795467026e-07,0
86.0,3,9.685260582230534e-08,0
86.0,4,1.577711940763087e-07,0
86.0,5,8.491446560887715e-08,0
86.0,6,1.6658775832372734e-07,0
86.0,7,1.3006400059473817e-07,0
86.0,8,1.5261163946436064e-07,0
86.0,9,8.405338493349235e-08,0
86.0,10,1.0384451285338007e-07,0
86.0,11,1.110418896566459e-07,0
86.0,12,1.1160715692669598e-07,0
86.0,13,9.071670674925473e-08,0
86.0,14,1.0620211527330015e-07,0
86.0,15,2.1442040382967728e-07,0
