dt[s],5e-10
freqs[MHz],channel,p1[2V/sqrt(Hz)],chi2[TBA]
18.000000000000004,15,3.9092654427406135e-08,0
20.0,0,8.784951332406089e-08,0
20.0,1,1.6767957242233014e-08,0
20.0,2,6.12685828351142e-08,0
20.0,3,8.6395925323925e-09,0
20.0,4,7.098197603035528e-08,0
20.0,5,5.031494908080369e-08,0
20.0,6,1.6766254220755313e-08,0
20.0,7,5.761650221764231e-08,0
20.0,8,5.109860365582368e-08,0
20.0,9,2.8095822099728844e-08,0
20.0,10,4.168627061004572e-08,0
20.0,11,2.7959375218127802e-08,0
20.0,12,4.2888353507293746e-08,0
20.0,13,4.8377091048659663e-08,0
20.0,14,4.266621131564196e-08,0
20.0,15,3.9120940249588565e-08,0
22.0,0,8.740685819112325e-08,0
22.0,1,1.6767957242233014e-08,0
22.0,2,6.124986489432275e-08,0
22.0,3,1.6764123984842495e-08,0
22.0,4,7.10073726647232e-08,0
22.0,5,5.031409496870797e-08,0
22.0,6,1.6767957242233014e-08,0
22.0,7,5.650774561526463e-08,0
22.0,8,5.1194655044530774e-08,0
22.0,9,2.808018527014517e-08,0
22.0,10,4.188432923747901e-08,0
22.0,11,2.795340464102514e-08,0
22.0,12,4.4389319313975215e-08,0
22.0,13,4.842523367375851e-08,0
22.0,14,4.254866192003648e-08,0
22.0,15,3.9092654427406135e-08,0
24.0,0,8.861665577072414e-08,0
24.0,1,1.6767957242233014e-08,0
24.0,2,6.132519607009598e-08,0
24.0,3,5.763794045531811e-09,0
24.0,4,7.124878636639954e-08,0
24.0,5,5.0317950548125864e-08,0
24.0,6,1.6765402321021153e-08,0
24.0,7,5.8455949415368114e-08,0
24.0,8,5.122958508472037e-08,0
24.0,9,2.813551790943282e-08,0
24.0,10,4.208632832651054e-08,0
24.0,11,2.7963647726860354e-08,0
24.0,12,4.326711486295835e-08,0
24.0,13,4.851928712996135e-08,0
24.0,14,4.3746926257048636e-08,0
24.0,15,3.9127345803855474e-08,0
26.000000000000004,0,8.877286252914574e-08,0
26.000000000000004,1,1.6767957242233014e-08,0
26.000000000000004,2,6.13913220592006e-08,0
26.000000000000004,3,1.6765402321021153e-08,0
26.000000000000004,4,7.162779068665993e-08,0
26.000000000000004,5,5.032948781848426e-08,0
26.000000000000004,6,1.6767957242233014e-08,0
26.000000000000004,7,5.815258126247153e-08,0
26.000000000000004,8,5.1498918124832464e-08,0
26.000000000000004,9,2.817530653045886e-08,0
26.000000000000004,10,4.306018108363072e-08,0
26.000000000000004,11,2.7955961899765893e-08,0
26.000000000000004,12,4.6401014649554056e-08,0
26.000000000000004,13,4.877889942129375e-08,0
26.000000000000004,14,4.4298718130072756e-08,0
26.000000000000004,15,3.91068343599883e-08,0
28.0,0,8.971170217259879e-08,0
28.0,1,1.676795646495256e-08,0
28.0,2,6.139167150974621e-08,0
28.0,3,9.659355163056072e-09,0
28.0,4,7.172402112257613e-08,0
28.0,5,5.032779491930901e-08,0
28.0,6,1.6765402321021153e-08,0
28.0,7,5.897992614116854e-08,0
28.0,8,5.161376709101173e-08,0
28.0,9,2.8215647242398664e-08,0
28.0,10,4.3296705556890363e-08,0
28.0,11,2.7962792703519613e-08,0
28.0,12,4.577154044149742e-08,0
28.0,13,4.882508205525021e-08,0
28.0,14,4.533713035484366e-08,0
28.0,15,3.912180153458506e-08,0
30.0,0,9.055611394355994e-08,0
30.0,1,1.6767957242233014e-08,0
30.0,2,6.145697121049712e-08,0
30.0,3,1.6762845064415128e-08,0
30.0,4,7.210604371945293e-08,0
30.0,5,5.034495737289373e-08,0
30.0,6,1.6767957242233014e-08,0
30.0,7,5.94191899062484e-08,0
30.0,8,5.206642678100876e-08,0
30.0,9,2.831971654483846e-08,0
30.0,10,4.510603820514573e-08,0
30.0,11,2.7961083439468196e-08,0
30.0,12,4.783519844417398e-08,0
30.0,13,4.9135472535713155e-08,0
30.0,14,4.6627099303546757e-08,0
30.0,15,3.912223305106064e-08,0
32.0,0,9.12230831812632e-08,0
32.0,1,1.6767957242233014e-08,0
32.0,2,6.146734543090222e-08,0
32.0,3,1.642222530384391e-08,0
32.0,4,7.225361151938652e-08,0
32.0,5,5.0352728350999985e-08,0
32.0,6,1.6767957242233014e-08,0
32.0,7,5.978366680810828e-08,0
32.0,8,5.232190738034834e-08,0
32.0,9,2.8420041996769422e-08,0
32.0,10,4.602580776456471e-08,0
32.0,11,2.7964930751351275e-08,0
32.0,12,4.825603745257278e-08,0
32.0,13,4.9237207186273586e-08,0
32.0,14,4.718907429910556e-08,0
32.0,15,3.9124792066827976e-08,0
34.0,0,9.142778830552956e-08,0
34.0,1,1.676710586111979e-08,0
34.0,2,6.144686414249597e-08,0
34.0,3,1.3921500390462919e-08,0
34.0,4,7.22094188241319e-08,0
34.0,5,5.0345893532127004e-08,0
34.0,6,1.6766254220755313e-08,0
34.0,7,6.021747156485161e-08,0
34.0,8,5.242485780371437e-08,0
34.0,9,2.848626729720761e-08,0
34.0,10,4.611890203593317e-08,0
34.0,11,2.796964020595325e-08,0
34.0,12,4.7875070724819274e-08,0
34.0,13,4.9279216195081644e-08,0
34.0,14,4.740779707270927e-08,0
34.0,15,3.9125217202460264e-08,0
36.00000000000001,0,9.230809039737332e-08,0
36.00000000000001,1,1.6767957242233014e-08,0
36.00000000000001,2,6.149316071179255e-08,0
36.00000000000001,3,1.6761565559338427e-08,0
36.00000000000001,4,7.245930240565114e-08,0
36.00000000000001,5,5.0372222029517094e-08,0
36.00000000000001,6,1.6767957242233014e-08,0
36.00000000000001,7,6.044748215154883e-08,0
36.00000000000001,8,5.321919427698718e-08,0
36.00000000000001,9,2.8767424281211304e-08,0
36.00000000000001,10,4.75998798941653e-08,0
36.00000000000001,11,2.796749856394067e-08,0
36.00000000000001,12,4.9226459652083825e-08,0
36.00000000000001,13,4.957320516155194e-08,0
36.00000000000001,14,4.810750707643258e-08,0
36.00000000000001,15,3.9123510801378536e-08,0
38.0,0,9.261697148596145e-08,0
38.0,1,1.6769233245282733e-08,0
38.0,2,6.147635549610892e-08,0
38.0,3,9.580025300551505e-09,0
38.0,4,7.242927774896815e-08,0
38.0,5,5.037241894620326e-08,0
38.0,6,1.6765402321021153e-08,0
38.0,7,6.107772813310459e-08,0
38.0,8,5.3325856093734e-08,0
38.0,9,2.8900969463329056e-08,0
38.0,10,4.77122785007917e-08,0
38.0,11,2.798683242183358e-08,0
38.0,12,4.8569834843805346e-08,0
38.0,13,4.952137337223775e-08,0
38.0,14,4.827747388804453e-08,0
38.0,15,3.9137590075611724e-08,0
40.0,0,9.28269596895171e-08,0
40.0,1,1.6767957242233014e-08,0
40.0,2,6.149962273761558e-08,0
40.0,3,1.6766680073351357e-08,0
40.0,4,7.254906584950298e-08,0
40.0,5,5.039318511777871e-08,0
40.0,6,1.6767957242233014e-08,0
40.0,7,6.075011165905291e-08,0
40.0,8,5.39672091962879e-08,0
40.0,9,2.91835858284507e-08,0
40.0,10,4.83223361628787e-08,0
40.0,11,2.7963647726860354e-08,0
40.0,12,4.96536105904855e-08,0
40.0,13,4.9813142485806214e-08,0
40.0,14,4.8514508367849346e-08,0
40.0,15,3.911454838589626e-08,0
42.0,0,9.352194215560354e-08,0
42.0,1,1.67696587091498e-08,0
42.0,2,6.151426106488888e-08,0
42.0,3,1.1502468474683095e-08,0
42.0,4,7.269459143539815e-08,0
42.0,5,5.0433452502333046e-08,0
42.0,6,1.6766254220755313e-08,0
42.0,7,6.15337077002653e-08,0
42.0,8,5.5325243438095964e-08,0
42.0,9,2.986336647448753e-08,0
42.0,10,4.901122106568621e-08,0
42.0,11,2.7998063991920928e-08,0
42.0,12,4.963425155626776e-08,0
42.0,13,4.9917763558799134e-08,0
42.0,14,4.907308224616238e-08,0
42.0,15,3.914142645033681e-08,0
44.0,0,9.352495944639582e-08,0
44.0,1,1.6767957242233014e-08,0
44.0,2,6.154111056294622e-08,0
44.0,3,1.6766680073351357e-08,0
44.0,4,7.273130765354014e-08,0
44.0,5,5.045023689403493e-08,0
44.0,6,1.6767957242233014e-08,0
44.0,7,6.141772148342076e-08,0
44.0,8,5.656530670823662e-08,0
44.0,9,3.0545885130762174e-08,0
44.0,10,4.930089434471339e-08,0
44.0,11,2.797650446837449e-08,0
44.0,12,5.0012633123920515e-08,0
44.0,13,5.010864936827324e-08,0
44.0,14,4.915467701985278e-08,0
44.0,15,3.912863117606611e-08,0
46.0,0,9.41575820342256e-08,0
46.0,1,1.6769233245282733e-08,0
46.0,2,6.156976306369312e-08,0
46.0,3,1.4173472323958392e-08,0
46.0,4,7.286887548845097e-08,0
46.0,5,5.05334354553821e-08,0
46.0,6,1.6766680073351357e-08,0
46.0,7,6.187729989319835e-08,0
46.0,8,5.8132038104656876e-08,0
46.0,9,3.2134547192623777e-08,0
46.0,10,4.975237165356675e-08,0
46.0,11,2.8014124915615873e-08,0
46.0,12,5.011712329981786e-08,0
46.0,13,5.0207856259063726e-08,0
46.0,14,4.944424191408176e-08,0
46.0,15,3.914271045110406e-08,0
48.0,0,9.437016856742388e-08,0
48.0,1,1.6769233245282733e-08,0
48.0,2,6.156595440491166e-08,0
48.0,3,1.3443269984859495e-08,0
48.0,4,7.296657219118341e-08,0
48.0,5,5.063050437448146e-08,0
48.0,6,1.6766680073351357e-08,0
48.0,7,6.203675959236781e-08,0
48.0,8,5.8582957419564634e-08,0
48.0,9,3.30619320765874e-08,0
48.0,10,4.9820085982206855e-08,0
48.0,11,2.8040365088002123e-08,0
48.0,12,5.0077051440813924e-08,0
48.0,13,5.03033686617106e-08,0
48.0,14,4.9486990411133026e-08,0
48.0,15,3.914270517719934e-08,0
50.0,0,9.459886010102915e-08,0
50.0,1,1.6768807846184105e-08,0
50.0,2,6.166428060216866e-08,0
50.0,3,1.6635502610730946e-08,0
50.0,4,7.307243142245405e-08,0
50.0,5,5.082979258606692e-08,0
50.0,6,1.6767957242233014e-08,0
50.0,7,6.213007473990727e-08,0
50.0,8,5.948418949694142e-08,0
50.0,9,3.542374137179102e-08,0
50.0,10,5.00417024967811e-08,0
50.0,11,2.8036413544417006e-08,0
50.0,12,5.0239838500956136e-08,0
50.0,13,5.051163528283993e-08,0
50.0,14,4.956790957886762e-08,0
50.0,15,3.9139728127620606e-08,0
52.00000000000001,0,9.501314652560232e-08,0
52.00000000000001,1,1.6770509831248423e-08,0
52.00000000000001,2,6.165136255813497e-08,0
52.00000000000001,3,1.2895407482296894e-08,0
52.00000000000001,4,7.320400186747987e-08,0
52.00000000000001,5,5.100096463583153e-08,0
52.00000000000001,6,1.6766680073351357e-08,0
52.00000000000001,7,6.2379269444837e-08,0
52.00000000000001,8,5.978236798013351e-08,0
52.00000000000001,9,3.581691582280198e-08,0
52.00000000000001,10,5.0051615545505414e-08,0
52.00000000000001,11,2.8124637385392436e-08,0
52.00000000000001,12,5.02006910413966e-08,0
52.00000000000001,13,5.0587996850013783e-08,0
52.00000000000001,14,4.961796358497799e-08,0
52.00000000000001,15,3.914783845143962e-08,0
54.0,0,9.53222811511544e-08,0
54.0,1,1.6770509831248423e-08,0
54.0,2,6.19745240143572e-08,0
54.0,3,1.6767957242233014e-08,0
54.0,4,7.349863354765017e-08,0
54.0,5,5.157675563227456e-08,0
54.0,6,1.6767957242233014e-08,0
54.0,7,6.248123951854811e-08,0
54.0,8,6.055593147209784e-08,0
54.0,9,3.7446003240666956e-08,0
54.0,10,5.024099931221198e-08,0
54.0,11,2.806818071103689e-08,0
54.0,12,5.028186999923403e-08,0
54.0,13,5.0931062341715446e-08,0
54.0,14,4.975405713311514e-08,0
54.0,15,3.914145150609717e-08,0
56.0,0,9.592542817120213e-08,0
56.0,1,1.6770509831248423e-08,0
56.0,2,6.197926029628023e-08,0
56.0,3,1.4792361126127602e-08,0
56.0,4,7.375700606249648e-08,0
56.0,5,5.214136865396915e-08,0
56.0,6,1.6766254220755313e-08,0
56.0,7,6.296415974681177e-08,0
56.0,8,6.089888631694629e-08,0
56.0,9,3.7981780122214193e-08,0
56.0,10,5.027937211067333e-08,0
56.0,11,2.8471990915434516e-08,0
56.0,12,5.0282373829059354e-08,0
56.0,13,5.10740930552434e-08,0
56.0,14,4.985705162727619e-08,0
56.0,15,3.916631019584083e-08,0
58.0,0,9.65454824022393e-08,0
58.0,1,1.677434309063842e-08,0
58.0,2,6.27278868562441e-08,0
58.0,3,1.6767957242233014e-08,0
58.0,4,7.433083112018533e-08,0
58.0,5,5.3449520753182376e-08,0
58.0,6,1.6767957242233014e-08,0
58.0,7,6.30212246031136e-08,0
58.0,8,6.116959492815041e-08,0
58.0,9,3.84787181907934e-08,0
58.0,10,5.034533052131213e-08,0
58.0,11,2.827507417174396e-08,0
58.0,12,5.0306384376447757e-08,0
58.0,13,5.168469391515814e-08,0
58.0,14,4.994048844330607e-08,0
58.0,15,3.915557840737864e-08,0
60.0,0,9.736511171504566e-08,0
60.0,1,1.6773064753526186e-08,0
60.0,2,6.297062205500275e-08,0
60.0,3,1.4968970452876535e-08,0
60.0,4,7.470769392532839e-08,0
60.0,5,5.4813184497952765e-08,0
60.0,6,1.6766680073351357e-08,0
60.0,7,6.354037589296499e-08,0
60.0,8,6.131867536487447e-08,0
60.0,9,3.879153028504538e-08,0
60.0,10,5.035844001075576e-08,0
60.0,11,2.9119520982878372e-08,0
60.0,12,5.031152949374527e-08,0
60.0,13,5.1790994087099745e-08,0
60.0,14,5.0013477006997706e-08,0
60.0,15,3.918273566381893e-08,0
62.0,0,9.860462358031992e-08,0
62.0,1,1.677690151881274e-08,0
62.0,2,6.437892978516887e-08,0
62.0,3,1.6765402321021153e-08,0
62.0,4,7.601651108315575e-08,0
62.0,5,5.78855792972314e-08,0
62.0,6,1.6767957242233014e-08,0
62.0,7,6.375524153070577e-08,0
62.0,8,6.145654651944192e-08,0
62.0,9,3.896027660232171e-08,0
62.0,10,5.0392282181655906e-08,0
62.0,11,2.9508391227607478e-08,0
62.0,12,5.0326936484862634e-08,0
62.0,13,5.2569857621310086e-08,0
62.0,14,5.014317483809998e-08,0
62.0,15,3.919577105199204e-08,0
64.0,0,9.971099538334236e-08,0
64.0,1,1.6778181610677176e-08,0
64.0,2,6.610706392729386e-08,0
64.0,3,1.6599596827323817e-08,0
64.0,4,7.702062461961745e-08,0
64.0,5,5.865696472456795e-08,0
64.0,6,1.6768807846184105e-08,0
64.0,7,6.388539320281037e-08,0
64.0,8,6.15084341393433e-08,0
64.0,9,3.899707429679977e-08,0
64.0,10,5.041093354515495e-08,0
64.0,11,2.9983322221136355e-08,0
64.0,12,5.033641664885253e-08,0
64.0,13,5.310469608197425e-08,0
64.0,14,5.0184860025310976e-08,0
64.0,15,3.9240613470299823e-08,0
66.0,0,1.0232546971592234e-07,0
66.0,1,1.67833078393614e-08,0
66.0,2,6.922031040799943e-08,0
66.0,3,1.6761565559338427e-08,0
66.0,4,7.994248493329166e-08,0
66.0,5,6.031254781503794e-08,0
66.0,6,1.6767957242233014e-08,0
66.0,7,6.454572193708757e-08,0
66.0,8,6.164660084171705e-08,0
66.0,9,3.9087476225821416e-08,0
66.0,10,5.045608019750936e-08,0
66.0,11,3.2432187599580284e-08,0
66.0,12,5.036317078652817e-08,0
66.0,13,5.423922772203168e-08,0
66.0,14,5.032325438992186e-08,0
66.0,15,3.933088576463434e-08,0
68.0,0,1.028060277254191e-07,0
68.0,1,1.6784590863852324e-08,0
68.0,2,7.04668800773791e-08,0
68.0,3,1.6767957242233014e-08,0
68.0,4,8.092061430374372e-08,0
68.0,5,6.05156172416856e-08,0
68.0,6,1.6769233245282733e-08,0
68.0,7,6.451075833499394e-08,0
68.0,8,6.177259254597137e-08,0
68.0,9,3.909523996030581e-08,0
68.0,10,5.044954215400714e-08,0
68.0,11,3.1138930855964615e-08,0
68.0,12,5.0372390737052245e-08,0
68.0,13,5.480902292065464e-08,0
68.0,14,5.0347998449575874e-08,0
68.0,15,3.9590125417652063e-08,0
70.0,0,1.043849674626636e-07,0
70.0,1,1.6799603016322276e-08,0
70.0,2,7.155109246568605e-08,0
70.0,3,1.6751736554075093e-08,0
70.0,4,8.226569812639291e-08,0
70.0,5,6.112094901418458e-08,0
70.0,6,1.6767957242233014e-08,0
70.0,7,6.624540453352498e-08,0
70.0,8,6.195609854778885e-08,0
70.0,9,3.9110690892930816e-08,0
70.0,10,5.057972891532288e-08,0
70.0,11,3.6752548654254025e-08,0
70.0,12,5.042460279274751e-08,0
70.0,13,5.6074816546396184e-08,0
70.0,14,5.0447554037117506e-08,0
70.0,15,4.001556040687124e-08,0
72.00000000000001,0,1.0498143849619379e-07,0
72.00000000000001,1,1.6802615103151416e-08,0
72.00000000000001,2,7.225387844805755e-08,0
72.00000000000001,3,1.6767957242233014e-08,0
72.00000000000001,4,8.304053531075438e-08,0
72.00000000000001,5,6.129278925504232e-08,0
72.00000000000001,6,1.6770509831248423e-08,0
72.00000000000001,7,6.685652821117142e-08,0
72.00000000000001,8,6.234905827998226e-08,0
72.00000000000001,9,3.912735809840277e-08,0
72.00000000000001,10,5.065250948302379e-08,0
72.00000000000001,11,3.567218160632746e-08,0
72.00000000000001,12,5.0691497035154154e-08,0
72.00000000000001,13,5.7223423829053324e-08,0
72.00000000000001,14,5.0644826102122e-08,0
72.00000000000001,15,4.1217859064546786e-08,0
74.0,0,1.0574477893595375e-07,0
74.0,1,1.683901364790015e-08,0
74.0,2,7.242098077091064e-08,0
74.0,3,1.6752592619890253e-08,0
74.0,4,8.34578123377842e-08,0
74.0,5,6.142946748419772e-08,0
74.0,6,1.6767957242233014e-08,0
74.0,7,6.970673100626948e-08,0
74.0,8,6.270131104315665e-08,0
74.0,9,3.912607040300113e-08,0
74.0,10,5.078767260045152e-08,0
74.0,11,3.823184342128583e-08,0
74.0,12,5.0733714530087483e-08,0
74.0,13,5.766405355608967e-08,0
74.0,14,5.093108061104948e-08,0
74.0,15,4.264923105577381e-08,0
76.0,0,1.0659639233055716e-07,0
76.0,1,1.6844251948071778e-08,0
76.0,2,7.265266777511551e-08,0
76.0,3,1.6769233245282733e-08,0
76.0,4,8.398571449485253e-08,0
76.0,5,6.149444430982263e-08,0
76.0,6,1.6769233245282733e-08,0
76.0,7,7.127879745025191e-08,0
76.0,8,6.363921572384796e-08,0
76.0,9,3.9135024618784905e-08,0
76.0,10,5.114073558936577e-08,0
76.0,11,3.8291930496581047e-08,0
76.0,12,5.167766206321349e-08,0
76.0,13,5.8744809924350144e-08,0
76.0,14,5.1713863553920136e-08,0
76.0,15,4.590328119524569e-08,0
78.0,0,1.077370443523974e-07,0
78.0,1,1.692805337123197e-08,0
78.0,2,7.269483801209323e-08,0
78.0,3,1.6762845064415128e-08,0
78.0,4,8.430033317724654e-08,0
78.0,5,6.151771390248208e-08,0
78.0,6,1.6768807846184105e-08,0
78.0,7,7.23380143264538e-08,0
78.0,8,6.48337300994419e-08,0
78.0,9,3.9134600846486595e-08,0
78.0,10,5.1674365237377844e-08,0
78.0,11,3.8701247050716885e-08,0
78.0,12,5.279755440925854e-08,0
78.0,13,5.91905360783284e-08,0
78.0,14,5.326544090556818e-08,0
78.0,15,4.838439798712291e-08,0
80.0,0,1.0983350848093666e-07,0
80.0,1,1.709616391789179e-08,0
80.0,2,7.286067178821431e-08,0
80.0,3,1.6769233245282733e-08,0
80.0,4,8.492534830892449e-08,0
80.0,5,6.15920889588155e-08,0
80.0,6,1.6769233245282733e-08,0
80.0,7,7.357395218712324e-08,0
80.0,8,6.802896957961624e-08,0
80.0,9,3.915040861820054e-08,0
80.0,10,5.3669719335639376e-08,0
80.0,11,3.9036352886308203e-08,0
80.0,12,5.7118142285890105e-08,0
80.0,13,6.01942103216497e-08,0
80.0,14,5.743089846822479e-08,0
80.0,15,4.9596541280207426e-08,0
82.0,0,1.1201820869899452e-07,0
82.0,1,1.7428428734508193e-08,0
82.0,2,7.304927493823817e-08,0
82.0,3,1.6769233245282733e-08,0
82.0,4,8.553661708908715e-08,0
82.0,5,6.166047017125363e-08,0
82.0,6,1.6770509831248423e-08,0
82.0,7,7.377633818567562e-08,0
82.0,8,6.978369527273891e-08,0
82.0,9,3.914655425107568e-08,0
82.0,10,5.5800382356502456e-08,0
82.0,11,3.8992417237619284e-08,0
82.0,12,5.953755425575799e-08,0
82.0,13,6.07264632488948e-08,0
82.0,14,5.863989927196327e-08,0
82.0,15,4.9993016672227914e-08,0
84.0,0,1.1443334454920953e-07,0
84.0,1,1.8823614095411253e-08,0
84.0,2,7.377206550356563e-08,0
84.0,3,1.6765400765039357e-08,0
84.0,4,8.717591946578327e-08,0
84.0,5,6.209964060967557e-08,0
84.0,6,1.6770509831248423e-08,0
84.0,7,7.471054890796793e-08,0
84.0,8,7.129406212956515e-08,0
84.0,9,3.91888113579742e-08,0
84.0,10,5.9220976204873577e-08,0
84.0,11,3.913289522636646e-08,0
84.0,12,6.04118692938762e-08,0
84.0,13,6.141692563766298e-08,0
84.0,14,6.006165150563947e-08,0
84.0,15,5.0202788248340863e-08,0
86.0,0,1.1592189700471576e-07,0
86.0,1,2.1360774169418748e-08,0
86.0,2,7.598233903150233e-08,0
86.0,3,1.6767957242233014e-08,0
86.0,4,9.065052899677853e-08,0
86.0,5,6.311471565138665e-08,0
86.0,6,1.6775622012266942e-08,0
86.0,7,7.488949889759471e-08,0
86.0,8,7.231520905946165e-08,0
86.0,9,3.9233916618471534e-08,0
86.0,10,6.056168934182358e-08,0
86.0,11,3.9122228949134746e-08,0
