dt[s],5e-10
freqs[MHz],channel,p1[2V/sqrt(Hz)],chi2[TBA]
34.0,8,7.132242693802627e-08,0
34.0,9,3.8512807975300586e-08,0
34.0,10,5.0095711216779175e-08,0
34.0,11,3.4821158143703946e-08,0
34.0,12,6.403106975105486e-08,0
34.0,13,4.969234890758654e-08,0
34.0,14,4.9370776534568476e-08,0
34.0,15,4.439836064969726e-08,0
36.00000000000001,0,1.697325398143562e-07,0
36.00000000000001,1,1.6771492113789936e-08,0
36.00000000000001,2,1.7033770225950388e-08,0
36.00000000000001,3,1.6770509831248423e-08,0
36.00000000000001,4,1.13903703182079e-07,0
36.00000000000001,5,5.391121118006718e-08,0
36.00000000000001,6,6.294147517381621e-08,0
36.00000000000001,7,6.088785377425378e-08,0
36.00000000000001,8,7.163584396710492e-08,0
36.00000000000001,9,3.8604018075754165e-08,0
36.00000000000001,10,5.017557688297133e-08,0
36.00000000000001,11,3.410432674391571e-08,0
36.00000000000001,12,6.48201208506442e-08,0
36.00000000000001,13,4.991132414549956e-08,0
36.00000000000001,14,4.962517226812107e-08,0
36.00000000000001,15,4.5905821839240416e-08,0
38.0,0,1.684116307067536e-07,0
38.0,1,1.6770509831248423e-08,0
38.0,2,1.7032790113797848e-08,0
38.0,3,1.677247474159772e-08,0
38.0,4,1.1372855868987191e-07,0
38.0,5,5.416224038136368e-08,0
38.0,6,6.302246203742951e-08,0
38.0,7,6.122279030559359e-08,0
38.0,8,7.191320450639398e-08,0
38.0,9,3.861029961148772e-08,0
38.0,10,5.018264949504211e-08,0
38.0,11,3.6577195915539175e-08,0
38.0,12,6.449405535660605e-08,0
38.0,13,4.985965831350334e-08,0
38.0,14,4.970105851704876e-08,0
38.0,15,4.6570541865699426e-08,0
40.0,0,1.7111269843769628e-07,0
40.0,1,1.677247474159772e-08,0
40.0,2,1.7033770225950388e-08,0
40.0,3,1.6771492113789936e-08,0
40.0,4,1.1449490270312052e-07,0
40.0,5,5.514656828443744e-08,0
40.0,6,6.369990361354213e-08,0
40.0,7,6.128252300960213e-08,0
40.0,8,7.187685988650239e-08,0
40.0,9,3.868533480632707e-08,0
40.0,10,5.0212295707761545e-08,0
40.0,11,3.7118194121125544e-08,0
40.0,12,6.591107636012269e-08,0
40.0,13,5.005572930658709e-08,0
40.0,14,4.979003835646531e-08,0
40.0,15,4.744660454649673e-08,0
42.0,0,1.706185754654881e-07,0
42.0,1,1.6770509831248423e-08,0
42.0,2,1.7033770225950388e-08,0
42.0,3,1.676985486113199e-08,0
42.0,4,1.1510691015597215e-07,0
42.0,5,5.698114787888782e-08,0
42.0,6,6.462196052220332e-08,0
42.0,7,6.128775736392402e-08,0
42.0,8,7.239894015309788e-08,0
42.0,9,3.8748800131266715e-08,0
42.0,10,5.0277128447937574e-08,0
42.0,11,3.71248497649038e-08,0
42.0,12,6.604115335518273e-08,0
42.0,13,5.008372558149072e-08,0
42.0,14,5.0010403462675987e-08,0
42.0,15,4.770047710640346e-08,0
44.0,0,1.725488756072769e-07,0
44.0,1,1.677247474159772e-08,0
44.0,2,1.7033770225950388e-08,0
44.0,3,1.6771492113789936e-08,0
44.0,4,1.1552026718865271e-07,0
44.0,5,5.772121914255269e-08,0
44.0,6,6.604000344199626e-08,0
44.0,7,6.147659847445926e-08,0
44.0,8,7.241540860777977e-08,0
44.0,9,3.8819817347960973e-08,0
44.0,10,5.0269826627379824e-08,0
44.0,11,3.811300081275343e-08,0
44.0,12,6.788092322890014e-08,0
44.0,13,5.0183713279556745e-08,0
44.0,14,5.005640212053035e-08,0
44.0,15,4.83481333059501e-08,0
46.0,0,1.7267413826248376e-07,0
46.0,1,1.6770509831248423e-08,0
46.0,2,1.7033770225950388e-08,0
46.0,3,1.676952754870691e-08,0
46.0,4,1.1602536542236813e-07,0
46.0,5,5.876117380139173e-08,0
46.0,6,6.778357980670599e-08,0
46.0,7,6.137685383652573e-08,0
46.0,8,7.27427075872399e-08,0
46.0,9,3.8900698816921854e-08,0
46.0,10,5.031745965988079e-08,0
46.0,11,3.7838545939824476e-08,0
46.0,12,6.886601823667588e-08,0
46.0,13,5.0281984217935405e-08,0
46.0,14,5.018367939778701e-08,0
46.0,15,4.869642260992914e-08,0
48.0,0,1.7319916218270222e-07,0
48.0,1,1.6770509831248423e-08,0
48.0,2,1.7033770225950388e-08,0
48.0,3,1.677247474159772e-08,0
48.0,4,1.1618666546165254e-07,0
48.0,5,5.9154618073423754e-08,0
48.0,6,6.834602528354292e-08,0
48.0,7,6.160312162222809e-08,0
48.0,8,7.283859712982211e-08,0
48.0,9,3.890930065841504e-08,0
48.0,10,5.0320420027319e-08,0
48.0,11,3.848229144806991e-08,0
48.0,12,6.93159797401933e-08,0
48.0,13,5.032478842628837e-08,0
48.0,14,5.0219526696817726e-08,0
48.0,15,4.8756124023207296e-08,0
50.0,0,1.7506604926640389e-07,0
50.0,1,1.6771819618020624e-08,0
50.0,2,1.7033770225950388e-08,0
50.0,3,1.6771164647922167e-08,0
50.0,4,1.1672133938562923e-07,0
50.0,5,5.9567991165494324e-08,0
50.0,6,6.976635870176736e-08,0
50.0,7,6.162738035686401e-08,0
50.0,8,7.297115712109663e-08,0
50.0,9,3.899618730434873e-08,0
50.0,10,5.0328697509164296e-08,0
50.0,11,3.863504598461285e-08,0
50.0,12,7.078521072664492e-08,0
50.0,13,5.0459977576834757e-08,0
50.0,14,5.025443274610128e-08,0
50.0,15,4.932058338011331e-08,0
52.00000000000001,0,1.7507045042772023e-07,0
52.00000000000001,1,1.6771492113789936e-08,0
52.00000000000001,2,1.7033770225950388e-08,0
52.00000000000001,3,1.677247474159772e-08,0
52.00000000000001,4,1.1681034816733057e-07,0
52.00000000000001,5,5.979341141851364e-08,0
52.00000000000001,6,6.984745248188037e-08,0
52.00000000000001,7,6.17911379456643e-08,0
52.00000000000001,8,7.313952077252613e-08,0
52.00000000000001,9,3.899931273561222e-08,0
52.00000000000001,10,5.034719878087306e-08,0
52.00000000000001,11,3.887330821387707e-08,0
52.00000000000001,12,7.094206062019745e-08,0
52.00000000000001,13,5.0552224602227303e-08,0
52.00000000000001,14,5.026885644073955e-08,0
52.00000000000001,15,4.951838276482075e-08,0
54.0,0,1.788945650080546e-07,0
54.0,1,1.677247474159772e-08,0
54.0,2,1.7033770225950388e-08,0
54.0,3,1.6771492113789936e-08,0
54.0,4,1.1779934545854998e-07,0
54.0,5,6.035014823171572e-08,0
54.0,6,7.09614577673196e-08,0
54.0,7,6.192531471325671e-08,0
54.0,8,7.329255152629305e-08,0
54.0,9,3.9069452781074885e-08,0
54.0,10,5.0366286278590553e-08,0
54.0,11,3.896950717837215e-08,0
54.0,12,7.213501968565196e-08,0
54.0,13,5.07829377408308e-08,0
54.0,14,5.0319464440436186e-08,0
54.0,15,4.973256309538177e-08,0
56.0,0,1.77927919212421e-07,0
56.0,1,1.677247474159772e-08,0
56.0,2,1.7033770225950388e-08,0
56.0,3,1.6771164647922167e-08,0
56.0,4,1.1824234950106471e-07,0
56.0,5,6.057775354138581e-08,0
56.0,6,7.116446630004371e-08,0
56.0,7,6.21420944115435e-08,0
56.0,8,7.369463162336949e-08,0
56.0,9,3.908822389188618e-08,0
56.0,10,5.0411592201568944e-08,0
56.0,11,3.897712185836828e-08,0
56.0,12,7.220657774352589e-08,0
56.0,13,5.0922920091278044e-08,0
56.0,14,5.032996586105092e-08,0
56.0,15,4.9827408815988056e-08,0
58.0,0,1.818027692899755e-07,0
58.0,1,1.67764087091349e-08,0
58.0,2,1.7033770225950388e-08,0
58.0,3,1.6771492113789936e-08,0
58.0,4,1.1968356370738088e-07,0
58.0,5,6.085904064717644e-08,0
58.0,6,7.166681650617042e-08,0
58.0,7,6.260990336999411e-08,0
58.0,8,7.383615226305655e-08,0
58.0,9,3.911932507859776e-08,0
58.0,10,5.045911806730539e-08,0
58.0,11,3.908963436064677e-08,0
58.0,12,7.297035166574313e-08,0
58.0,13,5.142720476099991e-08,0
58.0,14,5.0384284424373487e-08,0
58.0,15,4.999929324340781e-08,0
60.0,0,1.809760028760301e-07,0
60.0,1,1.677247474159772e-08,0
60.0,2,1.7033770225950388e-08,0
60.0,3,1.6770509831248423e-08,0
60.0,4,1.2036920962243094e-07,0
60.0,5,6.09732827384393e-08,0
60.0,6,7.183692264368607e-08,0
60.0,7,6.252526758916445e-08,0
60.0,8,7.453924135110464e-08,0
60.0,9,3.912822818829978e-08,0
60.0,10,5.056745012547786e-08,0
60.0,11,3.9063598646755755e-08,0
60.0,12,7.302196792633843e-08,0
60.0,13,5.15800495068653e-08,0
60.0,14,5.039633485609021e-08,0
60.0,15,5.010425926569392e-08,0
62.0,0,1.8345606859447221e-07,0
62.0,1,1.677444103374051e-08,0
62.0,2,1.7033770225950388e-08,0
62.0,3,1.677247474159772e-08,0
62.0,4,1.223031135586092e-07,0
62.0,5,6.118414403446197e-08,0
62.0,6,7.204568667046974e-08,0
62.0,7,6.390939247183749e-08,0
62.0,8,7.520807862319443e-08,0
62.0,9,3.913809470411225e-08,0
62.0,10,5.073195421740594e-08,0
62.0,11,3.911543155143659e-08,0
62.0,12,7.33476586155587e-08,0
62.0,13,5.241832310099289e-08,0
62.0,14,5.0523711126646705e-08,0
62.0,15,5.0130939611714884e-08,0
64.0,0,1.845930427439177e-07,0
64.0,1,1.6777721261925246e-08,0
64.0,2,1.7033770225950388e-08,0
64.0,3,1.6771164647922167e-08,0
64.0,4,1.2393002121722797e-07,0
64.0,5,6.126238108709325e-08,0
64.0,6,7.215342869215937e-08,0
64.0,7,6.453902829661654e-08,0
64.0,8,7.603325689363001e-08,0
64.0,9,3.915226967202525e-08,0
64.0,10,5.101648291990145e-08,0
64.0,11,3.912266300654331e-08,0
64.0,12,7.35048892987767e-08,0
64.0,13,5.294429434921095e-08,0
64.0,14,5.0667014116103406e-08,0
64.0,15,5.027299492555683e-08,0
66.0,0,1.8662749251294249e-07,0
66.0,1,1.6782320049439444e-08,0
66.0,2,1.7033770225950388e-08,0
66.0,3,1.6775424698440044e-08,0
66.0,4,1.2546194153144945e-07,0
66.0,5,6.143749813179133e-08,0
66.0,6,7.233931998128536e-08,0
66.0,7,6.73362254884711e-08,0
66.0,8,7.841621802834888e-08,0
66.0,9,3.916581284957162e-08,0
66.0,10,5.1725998832077835e-08,0
66.0,11,3.91302059409386e-08,0
66.0,12,7.37971355850327e-08,0
66.0,13,5.432862021419326e-08,0
66.0,14,5.109061605378725e-08,0
66.0,15,5.02896928924025e-08,0
68.0,0,1.8925715481083729e-07,0
68.0,1,1.6797153183142728e-08,0
68.0,2,1.7033770225950388e-08,0
68.0,3,1.6771492113789936e-08,0
68.0,4,1.2642871463266653e-07,0
68.0,5,6.149692835856887e-08,0
68.0,6,7.24860517107332e-08,0
68.0,7,6.935275060918713e-08,0
68.0,8,7.93549331448691e-08,0
68.0,9,3.917281853135935e-08,0
68.0,10,5.229479445591896e-08,0
68.0,11,3.913512357524263e-08,0
68.0,12,7.406943391467918e-08,0
68.0,13,5.504557996525278e-08,0
68.0,14,5.140418566181736e-08,0
68.0,15,5.035030179106097e-08,0
70.0,0,1.90436090200786e-07,0
70.0,1,1.6820716982716747e-08,0
70.0,2,1.7033770225950388e-08,0
70.0,3,1.6782320049439444e-08,0
70.0,4,1.27184996159371e-07,0
70.0,5,6.161141270370932e-08,0
70.0,6,7.271134267344779e-08,0
70.0,7,7.056861667272284e-08,0
70.0,8,8.171290175596773e-08,0
70.0,9,3.923464946789183e-08,0
70.0,10,5.440267212194976e-08,0
70.0,11,3.9136434898241396e-08,0
70.0,12,7.4397175994243e-08,0
70.0,13,5.6873486633881935e-08,0
70.0,14,5.243087963725469e-08,0
70.0,15,5.0430811470487944e-08,0
72.00000000000001,0,1.9400638968717438e-07,0
72.00000000000001,1,1.6858292656917582e-08,0
72.00000000000001,2,1.7033770225950388e-08,0
72.00000000000001,3,1.6783306487221084e-08,0
72.00000000000001,4,1.2831609794687278e-07,0
72.00000000000001,5,6.183502417223465e-08,0
72.00000000000001,6,7.333912812571829e-08,0
72.00000000000001,7,7.17447863268456e-08,0
72.00000000000001,8,8.235081788249794e-08,0
72.00000000000001,9,3.9372101019556633e-08,0
72.00000000000001,10,5.658801733157884e-08,0
72.00000000000001,11,3.914299982443734e-08,0
72.00000000000001,12,7.535543078082491e-08,0
72.00000000000001,13,5.8074949387249794e-08,0
72.00000000000001,14,5.358712921280494e-08,0
72.00000000000001,15,5.069289233711702e-08,0
74.0,0,1.934891310877058e-07,0
74.0,1,1.6977251405047136e-08,0
74.0,2,1.7033770225950388e-08,0
74.0,3,1.6770509831248423e-08,0
74.0,4,1.288974979882742e-07,0
74.0,5,6.202714434110903e-08,0
74.0,6,7.370542688593273e-08,0
74.0,7,7.171577901288042e-08,0
74.0,8,8.330853079882402e-08,0
74.0,9,3.953477774733135e-08,0
74.0,10,5.8402484682379944e-08,0
74.0,11,3.9144977904204826e-08,0
74.0,12,7.53724690638661e-08,0
74.0,13,5.8424817842196065e-08,0
74.0,14,5.5430987923201254e-08,0
74.0,15,5.124475310617597e-08,0
76.0,0,1.9762567933436858e-07,0
76.0,1,1.710681545461052e-08,0
76.0,2,1.7033770225950388e-08,0
76.0,3,1.690425557733921e-08,0
76.0,4,1.3046222698155128e-07,0
76.0,5,6.283273003063899e-08,0
76.0,6,7.56613743247184e-08,0
76.0,7,7.245410346467223e-08,0
76.0,8,8.379114570782659e-08,0
76.0,9,4.020843141339788e-08,0
76.0,10,5.98932325466516e-08,0
76.0,11,3.916478200251488e-08,0
76.0,12,7.762426685391016e-08,0
76.0,13,5.94965264252456e-08,0
76.0,14,5.7662487128480376e-08,0
76.0,15,5.172169573864352e-08,0
78.0,0,1.9904904713442927e-07,0
78.0,1,1.763716767155374e-08,0
78.0,2,1.7033770225950388e-08,0
78.0,3,1.6771819618020624e-08,0
78.0,4,1.3275146727907586e-07,0
78.0,5,6.405825688366395e-08,0
78.0,6,7.804481889625877e-08,0
78.0,7,7.267718969251892e-08,0
78.0,8,8.431293536790496e-08,0
78.0,9,4.1373314901366984e-08,0
78.0,10,6.040765353303067e-08,0
78.0,11,3.924475663426227e-08,0
78.0,12,7.974810315547769e-08,0
78.0,13,5.989286215313216e-08,0
78.0,14,5.8925686050936935e-08,0
78.0,15,5.447986925756746e-08,0
80.0,0,2.0376511700269515e-07,0
80.0,1,1.8609536086383375e-08,0
80.0,2,1.7034847214053134e-08,0
80.0,3,1.768069684762602e-08,0
80.0,4,1.359226605616574e-07,0
80.0,5,6.788506732866649e-08,0
80.0,6,8.121863531781055e-08,0
80.0,7,7.3119466392917e-08,0
80.0,8,8.495277600523946e-08,0
80.0,9,4.503457713481811e-08,0
80.0,10,6.103029571616398e-08,0
80.0,11,3.9445500516054467e-08,0
80.0,12,8.254375766491456e-08,0
80.0,13,6.06434748099752e-08,0
80.0,14,6.021632498612765e-08,0
80.0,15,5.7524326891119144e-08,0
82.0,0,2.0605257689744316e-07,0
82.0,1,1.999942173889086e-08,0
82.0,2,1.7033770225950388e-08,0
82.0,3,1.679814485215679e-08,0
82.0,4,1.3743395649005357e-07,0
82.0,5,6.920662243182041e-08,0
82.0,6,8.210156785135539e-08,0
82.0,7,7.364613076829869e-08,0
82.0,8,8.55546185081541e-08,0
82.0,9,4.700433804450608e-08,0
82.0,10,6.118315850375357e-08,0
82.0,11,4.038534044542264e-08,0
82.0,12,8.3668670817156e-08,0
82.0,13,6.102258492534821e-08,0
82.0,14,6.060849013737691e-08,0
82.0,15,5.9439543654658634e-08,0
84.0,0,2.0795705548691504e-07,0
84.0,1,2.3366457526548647e-08,0
84.0,2,1.7034488173986502e-08,0
84.0,3,1.8647309690335777e-08,0
84.0,4,1.3869782144487928e-07,0
84.0,5,7.084483804940683e-08,0
84.0,6,8.281050112104235e-08,0
84.0,7,7.497656123257533e-08,0
84.0,8,8.759531408181622e-08,0
84.0,9,4.8669056881406506e-08,0
84.0,10,6.141577141670457e-08,0
84.0,11,4.273556232859837e-08,0
84.0,12,8.429575079110157e-08,0
84.0,13,6.148885500003971e-08,0
84.0,14,6.112631500866502e-08,0
84.0,15,6.026709726122593e-08,0
86.0,0,2.1357588373428336e-07,0
86.0,1,2.4929586017078172e-08,0
86.0,2,1.703592459854459e-08,0
86.0,3,1.8718659555781824e-08,0
86.0,4,1.4102396994781835e-07,0
86.0,5,7.169419118621907e-08,0
86.0,6,8.32919625192837e-08,0
86.0,7,7.876575944439425e-08,0
86.0,8,9.05646760150178e-08,0
86.0,9,4.926913614236329e-08,0
86.0,10,6.152812994304151e-08,0
86.0,11,4.7872618609883844e-08,0
