dt[s],5e-10
freqs[MHz],channel,p1[2V/sqrt(Hz)],chi2[TBA]
20.0,8,6.84626325635823e-08,0
20.0,9,5.434080782982443e-08,0
20.0,10,6.842066349364871e-08,0
20.0,11,2.7950849718747374e-08,0
20.0,12,5.713979076731846e-08,0
20.0,13,6.209812724838324e-08,0
20.0,14,5.208537795145534e-08,0
20.0,15,5.0318570010047224e-08,0
22.0,0,1.2713877950307484e-07,0
22.0,1,1.2044127079973358e-07,0
22.0,2,8.363289611326571e-08,0
22.0,3,7.337914893219289e-08,0
22.0,4,8.57347375231792e-08,0
22.0,5,6.358727679206601e-08,0
22.0,6,4.128703989845464e-08,0
22.0,7,7.941635676433263e-08,0
22.0,8,6.903250360443276e-08,0
22.0,9,5.4499544600118646e-08,0
22.0,10,6.867112316687171e-08,0
22.0,11,2.7950849718747374e-08,0
22.0,12,5.739971883418578e-08,0
22.0,13,6.218025548896708e-08,0
22.0,14,5.2212611307738456e-08,0
22.0,15,5.031680821890462e-08,0
24.0,0,1.2730221127827595e-07,0
24.0,1,1.1997661286171286e-07,0
24.0,2,8.336520100729986e-08,0
24.0,3,7.318459353753174e-08,0
24.0,4,8.562300198131989e-08,0
24.0,5,6.352792870438593e-08,0
24.0,6,4.090870908144777e-08,0
24.0,7,7.972865329609906e-08,0
24.0,8,6.867406183324596e-08,0
24.0,9,5.4419526719184734e-08,0
24.0,10,6.887089370699352e-08,0
24.0,11,2.7950849718747374e-08,0
24.0,12,5.434080782982443e-08,0
24.0,13,6.215165338748074e-08,0
24.0,14,5.220315265652919e-08,0
24.0,15,5.031152949374527e-08,0
26.000000000000004,0,1.2779749621405048e-07,0
26.000000000000004,1,1.2148571936579742e-07,0
26.000000000000004,2,8.369500306453295e-08,0
26.000000000000004,3,7.371020503011052e-08,0
26.000000000000004,4,8.654585232241833e-08,0
26.000000000000004,5,6.46673505327232e-08,0
26.000000000000004,6,4.146980656258e-08,0
26.000000000000004,7,8.012576919374246e-08,0
26.000000000000004,8,6.971175851931163e-08,0
26.000000000000004,9,5.463035644025406e-08,0
26.000000000000004,10,6.91327046812435e-08,0
26.000000000000004,11,2.7950849718747374e-08,0
26.000000000000004,12,5.819811107855525e-08,0
26.000000000000004,13,6.237968388490651e-08,0
26.000000000000004,14,5.238705184026028e-08,0
26.000000000000004,15,5.032739563360454e-08,0
28.0,0,1.2782855271373798e-07,0
28.0,1,1.2244815361817712e-07,0
28.0,2,8.377763303063986e-08,0
28.0,3,7.436162180702618e-08,0
28.0,4,8.715964669053234e-08,0
28.0,5,6.501797657653235e-08,0
28.0,6,4.196040723042347e-08,0
28.0,7,7.994659708016075e-08,0
28.0,8,6.988502745890012e-08,0
28.0,9,5.4833271052341265e-08,0
28.0,10,6.90887669971089e-08,0
28.0,11,2.7950849718747374e-08,0
28.0,12,5.9562267573249475e-08,0
28.0,13,6.246138224971737e-08,0
28.0,14,5.2363982258991215e-08,0
28.0,15,5.0350473046234975e-08,0
30.0,0,1.2859943459639202e-07,0
30.0,1,1.2371332002498839e-07,0
30.0,2,8.3739125418253e-08,0
30.0,3,7.442476564516029e-08,0
30.0,4,8.792643117407261e-08,0
30.0,5,6.606564478976652e-08,0
30.0,6,4.1727056858743375e-08,0
30.0,7,8.061175018736202e-08,0
30.0,8,7.018938174604245e-08,0
30.0,9,5.509890795695629e-08,0
30.0,10,6.959479248152756e-08,0
30.0,11,2.7950849718747374e-08,0
30.0,12,5.928522335081679e-08,0
30.0,13,6.27362786074768e-08,0
30.0,14,5.264325813338409e-08,0
30.0,15,5.033802319016115e-08,0
32.0,0,1.2875017532608586e-07,0
32.0,1,1.2400013329771562e-07,0
32.0,2,8.368941190107434e-08,0
32.0,3,7.449828480731464e-08,0
32.0,4,8.78145142620063e-08,0
32.0,5,6.608310861339585e-08,0
32.0,6,4.149864517000719e-08,0
32.0,7,8.05454516219519e-08,0
32.0,8,7.006655605844777e-08,0
32.0,9,5.526509645457666e-08,0
32.0,10,6.955407427499346e-08,0
32.0,11,2.7950849718747374e-08,0
32.0,12,5.860481451759105e-08,0
32.0,13,6.285164044864274e-08,0
32.0,14,5.263268149976141e-08,0
32.0,15,5.034869111730296e-08,0
34.0,0,1.2919503869998783e-07,0
34.0,1,1.2562264364922951e-07,0
34.0,2,8.384190121349213e-08,0
34.0,3,7.645795726862414e-08,0
34.0,4,8.994172100088116e-08,0
34.0,5,6.844063135145678e-08,0
34.0,6,4.239687561930405e-08,0
34.0,7,8.0750552893338e-08,0
34.0,8,7.077428299466478e-08,0
34.0,9,5.591576275810795e-08,0
34.0,10,6.994344834704851e-08,0
34.0,11,2.7950849718747374e-08,0
34.0,12,6.064585524783102e-08,0
34.0,13,6.324745994209115e-08,0
34.0,14,5.2883315666214034e-08,0
34.0,15,5.043001093763976e-08,0
36.00000000000001,0,1.3007497285780028e-07,0
36.00000000000001,1,1.2682611363697628e-07,0
36.00000000000001,2,8.385786806199259e-08,0
36.00000000000001,3,7.882339985200872e-08,0
36.00000000000001,4,9.152718924850836e-08,0
36.00000000000001,5,6.978299991274966e-08,0
36.00000000000001,6,4.257776054900916e-08,0
36.00000000000001,7,8.10053320399852e-08,0
36.00000000000001,8,7.092874042490051e-08,0
36.00000000000001,9,5.687221505272903e-08,0
36.00000000000001,10,7.041602242769261e-08,0
36.00000000000001,11,2.7950849718747374e-08,0
36.00000000000001,12,6.098576346041093e-08,0
36.00000000000001,13,6.387690824015214e-08,0
36.00000000000001,14,5.313837679484586e-08,0
36.00000000000001,15,5.061159825812148e-08,0
38.0,0,1.301765082160713e-07,0
38.0,1,1.2683520653042486e-07,0
38.0,2,8.383117183332147e-08,0
38.0,3,7.714244703360905e-08,0
38.0,4,9.106068698614998e-08,0
38.0,5,6.968748726337841e-08,0
38.0,6,4.2259426120223295e-08,0
38.0,7,8.120457391972921e-08,0
38.0,8,7.073769753248382e-08,0
38.0,9,5.6904074737753265e-08,0
38.0,10,7.041602242769261e-08,0
38.0,11,2.7950849718747374e-08,0
38.0,12,6.047604139815485e-08,0
38.0,13,6.383420297213255e-08,0
38.0,14,5.3247374140462614e-08,0
38.0,15,5.061159825812148e-08,0
40.0,0,1.3107274043224574e-07,0
40.0,1,1.2776488519968877e-07,0
40.0,2,8.390060219300787e-08,0
40.0,3,8.063799377997013e-08,0
40.0,4,9.259771912303924e-08,0
40.0,5,7.108116090013754e-08,0
40.0,6,4.2540872612089694e-08,0
40.0,7,8.1427517687686e-08,0
40.0,8,7.10847095517075e-08,0
40.0,9,5.778882687073501e-08,0
40.0,10,7.089616569286442e-08,0
40.0,11,2.7950849718747374e-08,0
40.0,12,6.102935276689927e-08,0
40.0,13,6.462862158826713e-08,0
40.0,14,5.390830550406469e-08,0
40.0,15,5.0868226915529446e-08,0
42.0,0,1.315303324362396e-07,0
42.0,1,1.2797128045698265e-07,0
42.0,2,8.395666921299789e-08,0
42.0,3,8.214520661184572e-08,0
42.0,4,9.315043624938383e-08,0
42.0,5,7.159769971751152e-08,0
42.0,6,4.279953573658134e-08,0
42.0,7,8.147620350599655e-08,0
42.0,8,7.120251407304732e-08,0
42.0,9,5.834775935096201e-08,0
42.0,10,7.143206917883287e-08,0
42.0,11,2.7950849718747374e-08,0
42.0,12,6.13916614693204e-08,0
42.0,13,6.545908676067933e-08,0
42.0,14,5.40677004654129e-08,0
42.0,15,5.1638379169109923e-08,0
44.0,0,1.328471636151618e-07,0
44.0,1,1.284240233154919e-07,0
44.0,2,8.40434330079799e-08,0
44.0,3,8.286604857793338e-08,0
44.0,4,9.387853840570462e-08,0
44.0,5,7.226749108277035e-08,0
44.0,6,4.280814630721523e-08,0
44.0,7,8.19514059771088e-08,0
44.0,8,7.144855455755376e-08,0
44.0,9,5.927659459666825e-08,0
44.0,10,7.197529153039774e-08,0
44.0,11,2.7950849718747374e-08,0
44.0,12,6.141162770741049e-08,0
44.0,13,6.652101868547762e-08,0
44.0,14,5.6088384148046684e-08,0
44.0,15,5.225068628490614e-08,0
46.0,0,1.3319927774599002e-07,0
46.0,1,1.2842559807507723e-07,0
46.0,2,8.419983426296803e-08,0
46.0,3,8.261601386914545e-08,0
46.0,4,9.390185465977316e-08,0
46.0,5,7.215234271829115e-08,0
46.0,6,4.272413492920869e-08,0
46.0,7,8.231156389315575e-08,0
46.0,8,7.156938662677899e-08,0
46.0,9,5.946621791286308e-08,0
46.0,10,7.243432969666872e-08,0
46.0,11,2.7950849718747374e-08,0
46.0,12,6.132345804183097e-08,0
46.0,13,6.650202169218963e-08,0
46.0,14,5.7089492713906943e-08,0
46.0,15,5.1895185385800206e-08,0
48.0,0,1.339963735516749e-07,0
48.0,1,1.287682045831309e-07,0
48.0,2,8.452620599935781e-08,0
48.0,3,8.36104551823002e-08,0
48.0,4,9.4521447963781e-08,0
48.0,5,7.289771506265237e-08,0
48.0,6,4.294008505944511e-08,0
48.0,7,8.258433149736163e-08,0
48.0,8,7.185975506867547e-08,0
48.0,9,6.013532147489434e-08,0
48.0,10,7.349649706205743e-08,0
48.0,11,2.7950849718747374e-08,0
48.0,12,6.148130195223903e-08,0
48.0,13,6.8642930932664e-08,0
48.0,14,5.8568274755490186e-08,0
48.0,15,5.418714252183995e-08,0
50.0,0,1.348344202278246e-07,0
50.0,1,1.289844428064309e-07,0
50.0,2,8.520641843949395e-08,0
50.0,3,8.37230471498232e-08,0
50.0,4,9.467937586453244e-08,0
50.0,5,7.300104279484608e-08,0
50.0,6,4.304122007518933e-08,0
50.0,7,8.285231994165473e-08,0
50.0,8,7.205889223088946e-08,0
50.0,9,6.052771115052783e-08,0
50.0,10,7.406484809683514e-08,0
50.0,11,2.7950849718747374e-08,0
50.0,12,6.148835133848541e-08,0
50.0,13,6.94182297492472e-08,0
50.0,14,5.90817061021659e-08,0
50.0,15,5.713979076731846e-08,0
52.00000000000001,0,1.3655304016441024e-07,0
52.00000000000001,1,1.2926000213583363e-07,0
52.00000000000001,2,8.555989170063852e-08,0
52.00000000000001,3,8.379930944249212e-08,0
52.00000000000001,4,9.498201793201838e-08,0
52.00000000000001,5,7.308956159892846e-08,0
52.00000000000001,6,4.298972441590505e-08,0
52.00000000000001,7,8.386110990653882e-08,0
52.00000000000001,8,7.229340925202093e-08,0
52.00000000000001,9,6.104048919945078e-08,0
52.00000000000001,10,7.510685749241995e-08,0
52.00000000000001,11,2.7950849718747374e-08,0
52.00000000000001,12,6.149186938124422e-08,0
52.00000000000001,13,6.992048950799765e-08,0
52.00000000000001,14,6.016527651383732e-08,0
52.00000000000001,15,5.757067473370245e-08,0
54.0,0,1.3756025716420078e-07,0
54.0,1,1.296868549407728e-07,0
54.0,2,8.645820236653752e-08,0
54.0,3,8.383137427009155e-08,0
54.0,4,9.505538469743825e-08,0
54.0,5,7.317080784714684e-08,0
54.0,6,4.304150881564704e-08,0
54.0,7,8.449689896284251e-08,0
54.0,8,7.255995686023414e-08,0
54.0,9,6.13640556280177e-08,0
54.0,10,7.579535585703512e-08,0
54.0,11,2.7950849718747374e-08,0
54.0,12,6.149186938124422e-08,0
54.0,13,7.066492816925011e-08,0
54.0,14,6.074367470977393e-08,0
54.0,15,5.8771267739615795e-08,0
56.0,0,1.3811957796036606e-07,0
56.0,1,1.3070604129121273e-07,0
56.0,2,8.904923626414515e-08,0
56.0,3,8.383491455074133e-08,0
56.0,4,9.517526602622262e-08,0
56.0,5,7.324755360231405e-08,0
56.0,6,4.3124168137495944e-08,0
56.0,7,8.482215036704234e-08,0
56.0,8,7.294601351088601e-08,0
56.0,9,6.170854263487792e-08,0
56.0,10,7.637769334574282e-08,0
56.0,11,2.7950849718747374e-08,0
56.0,12,6.149890989754617e-08,0
56.0,13,7.140487260447698e-08,0
56.0,14,6.11857140293553e-08,0
56.0,15,6.058469267984629e-08,0
58.0,0,1.3979670558065141e-07,0
58.0,1,1.3276192381261127e-07,0
58.0,2,9.15901624320417e-08,0
58.0,3,8.38525491562421e-08,0
58.0,4,9.547436913160641e-08,0
58.0,5,7.329985689096898e-08,0
58.0,6,4.312675677835899e-08,0
58.0,7,8.638688152026602e-08,0
58.0,8,7.358338234327502e-08,0
58.0,9,6.20539748673008e-08,0
58.0,10,7.72676100929086e-08,0
58.0,11,2.7950849718747374e-08,0
58.0,12,6.150243681024941e-08,0
58.0,13,7.1734261291604e-08,0
58.0,14,6.152507831160314e-08,0
58.0,15,6.113266167401532e-08,0
60.0,0,1.4036930396652104e-07,0
60.0,1,1.3405958949216028e-07,0
60.0,2,9.160391113303935e-08,0
60.0,3,8.38843717555424e-08,0
60.0,4,9.553687327701173e-08,0
60.0,5,7.329991902937605e-08,0
60.0,6,4.3124168137495944e-08,0
60.0,7,8.74448576767959e-08,0
60.0,8,7.37394235307317e-08,0
60.0,9,6.216665179970345e-08,0
60.0,10,7.746378350624272e-08,0
60.0,11,2.7950849718747374e-08,0
60.0,12,6.149714810640358e-08,0
60.0,13,7.186132747470478e-08,0
60.0,14,6.163779751230594e-08,0
60.0,15,6.096057223783001e-08,0
62.0,0,1.4170045590748668e-07,0
62.0,1,1.3746295063281418e-07,0
62.0,2,9.365998009163339e-08,0
62.0,3,8.39004193079964e-08,0
62.0,4,9.616620367926203e-08,0
62.0,5,7.335913693132255e-08,0
62.0,6,4.314487726440031e-08,0
62.0,7,8.918910080386685e-08,0
62.0,8,7.509613119557222e-08,0
62.0,9,6.258185690733448e-08,0
62.0,10,7.800971616418758e-08,0
62.0,11,2.7950849718747374e-08,0
62.0,12,6.151304426739478e-08,0
62.0,13,7.217395499114811e-08,0
62.0,14,6.1894815641149e-08,0
62.0,15,6.141704875102195e-08,0
64.0,0,1.4285346198224044e-07,0
64.0,1,1.3855449205837536e-07,0
64.0,2,9.441957200588735e-08,0
64.0,3,8.409081869482816e-08,0
64.0,4,9.737876393085022e-08,0
64.0,5,7.337691907751612e-08,0
64.0,6,4.316046794232549e-08,0
64.0,7,8.990237031664813e-08,0
64.0,8,7.601507471249285e-08,0
64.0,9,6.285639905255314e-08,0
64.0,10,7.851792983849263e-08,0
64.0,11,2.7950849718747374e-08,0
64.0,12,6.157392037595145e-08,0
64.0,13,7.237374420681137e-08,0
64.0,14,6.196665093811062e-08,0
64.0,15,6.14636005066867e-08,0
66.0,0,1.445437045402384e-07,0
66.0,1,1.3946668841144524e-07,0
66.0,2,9.469545423828336e-08,0
66.0,3,8.422372744224559e-08,0
66.0,4,9.915196163387225e-08,0
66.0,5,7.341278733821425e-08,0
66.0,6,4.319180165007737e-08,0
66.0,7,9.160002817476167e-08,0
66.0,8,7.803505252346771e-08,0
66.0,9,6.359725806135766e-08,0
66.0,10,7.92317728443567e-08,0
66.0,11,2.7950849718747374e-08,0
66.0,12,6.158843661635697e-08,0
66.0,13,7.258639525644876e-08,0
66.0,14,6.234254741616262e-08,0
66.0,15,6.149186938124422e-08,0
68.0,0,1.4573128150937211e-07,0
68.0,1,1.3970222012476713e-07,0
68.0,2,9.473041491852817e-08,0
68.0,3,8.459989807920328e-08,0
68.0,4,1.0062305898749054e-07,0
68.0,5,7.377005302744792e-08,0
68.0,6,4.3255085466389374e-08,0
68.0,7,9.200954597709073e-08,0
68.0,8,7.910139250247949e-08,0
68.0,9,6.398571054305333e-08,0
68.0,10,7.96156191988758e-08,0
68.0,11,2.7950849718747374e-08,0
68.0,12,6.162689764075509e-08,0
68.0,13,7.289229469959945e-08,0
68.0,14,6.2522459370874e-08,0
68.0,15,6.149186938124422e-08,0
70.0,0,1.4756645261554576e-07,0
70.0,1,1.403238723757774e-07,0
70.0,2,9.506511936372425e-08,0
70.0,3,8.659262308368446e-08,0
70.0,4,1.039376293802486e-07,0
70.0,5,7.47378276200511e-08,0
70.0,6,4.358437583262303e-08,0
70.0,7,9.247640888653856e-08,0
70.0,8,8.108112906183386e-08,0
70.0,9,6.488892917517085e-08,0
70.0,10,8.032306930940422e-08,0
70.0,11,2.7950849718747374e-08,0
70.0,12,6.296717655240862e-08,0
70.0,13,7.364117205899308e-08,0
70.0,14,6.276530577769679e-08,0
70.0,15,6.149186938124422e-08,0
72.00000000000001,0,1.4974484385763897e-07,0
72.00000000000001,1,1.4154338143999292e-07,0
72.00000000000001,2,9.53043640955188e-08,0
72.00000000000001,3,9.105023162016513e-08,0
72.00000000000001,4,1.0520155084397211e-07,0
72.00000000000001,5,7.70409975441104e-08,0
72.00000000000001,6,4.4393730542303514e-08,0
72.00000000000001,7,9.319931330219124e-08,0
72.00000000000001,8,8.188458116584051e-08,0
72.00000000000001,9,6.545908676067933e-08,0
72.00000000000001,10,8.162637528483746e-08,0
72.00000000000001,11,2.795612844390672e-08,0
72.00000000000001,12,6.620705620336334e-08,0
72.00000000000001,13,7.462840242074987e-08,0
72.00000000000001,14,6.32902033531736e-08,0
72.00000000000001,15,6.149186938124422e-08,0
74.0,0,1.5091866207113967e-07,0
74.0,1,1.4238994763536562e-07,0
74.0,2,9.550255496114626e-08,0
74.0,3,9.20970443970237e-08,0
74.0,4,1.0561694413724008e-07,0
74.0,5,7.968965664493931e-08,0
74.0,6,4.441364377327564e-08,0
74.0,7,9.405413875055934e-08,0
74.0,8,8.203591927489818e-08,0
74.0,9,6.576123378087983e-08,0
74.0,10,8.216495068265738e-08,0
74.0,11,2.846952528053856e-08,0
74.0,12,6.571226258381006e-08,0
74.0,13,7.530101439809844e-08,0
74.0,14,6.359725806135766e-08,0
74.0,15,6.149186938124422e-08,0
76.0,0,1.530050217937356e-07,0
76.0,1,1.470160770737201e-07,0
76.0,2,9.664269496921936e-08,0
76.0,3,9.441826302898326e-08,0
76.0,4,1.0615547924173847e-07,0
76.0,5,8.25521620302897e-08,0
76.0,6,4.545449659179901e-08,0
76.0,7,9.528379433744615e-08,0
76.0,8,8.254337586730782e-08,0
76.0,9,6.661703423021527e-08,0
76.0,10,8.376030212746737e-08,0
76.0,11,2.8801527753665773e-08,0
76.0,12,7.053672062008788e-08,0
76.0,13,7.733390807996677e-08,0
76.0,14,6.40749134242181e-08,0
76.0,15,6.150773552110349e-08,0
78.0,0,1.5470420499502856e-07,0
78.0,1,1.4936897251675902e-07,0
78.0,2,9.937385900006049e-08,0
78.0,3,9.492538577559204e-08,0
78.0,4,1.0655485042780248e-07,0
78.0,5,8.36484015359187e-08,0
78.0,6,4.9016963822561186e-08,0
78.0,7,9.621051367656138e-08,0
78.0,8,8.310663442611664e-08,0
78.0,9,6.857368068155527e-08,0
78.0,10,8.52795480411805e-08,0
78.0,11,2.82006076400187e-08,0
78.0,12,7.22809726104996e-08,0
78.0,13,8.000260269178352e-08,0
78.0,14,6.467600369273825e-08,0
78.0,15,6.185107708847311e-08,0
80.0,0,1.5780140623220835e-07,0
80.0,1,1.5086456547567735e-07,0
80.0,2,1.0299867355496802e-07,0
80.0,3,9.504875518360034e-08,0
80.0,4,1.0741946049682865e-07,0
80.0,5,8.430095851001881e-08,0
80.0,6,5.0331144125126846e-08,0
80.0,7,9.934006916433493e-08,0
80.0,8,8.41581620916635e-08,0
80.0,9,7.068010789161424e-08,0
80.0,10,8.747580745311678e-08,0
80.0,11,3.182646274684206e-08,0
80.0,12,7.260819968923459e-08,0
80.0,13,8.167408134460924e-08,0
80.0,14,6.788907090138006e-08,0
80.0,15,6.294757356398041e-08,0
82.0,0,1.5944289745222557e-07,0
82.0,1,1.5125419906054403e-07,0
82.0,2,1.0414761057993207e-07,0
82.0,3,9.505943306056799e-08,0
82.0,4,1.08148013164645e-07,0
82.0,5,8.439430151500804e-08,0
82.0,6,5.0902980921240944e-08,0
82.0,7,1.0165022802309116e-07,0
82.0,8,8.489385532223466e-08,0
82.0,9,7.136317094612731e-08,0
82.0,10,8.834301353728677e-08,0
82.0,11,3.67994609666075e-08,0
82.0,12,7.258653616615696e-08,0
82.0,13,8.217267485496386e-08,0
82.0,14,7.009091266582203e-08,0
82.0,15,6.359725806135766e-08,0
84.0,0,1.6221909302607173e-07,0
84.0,1,1.5311480375289972e-07,0
84.0,2,1.0585464274308594e-07,0
84.0,3,9.537621056231579e-08,0
84.0,4,1.1276472374164134e-07,0
84.0,5,8.454934087727605e-08,0
84.0,6,5.260690379284868e-08,0
84.0,7,1.0312503775150381e-07,0
84.0,8,8.758129264875362e-08,0
84.0,9,7.257615823878184e-08,0
84.0,10,8.963342852237963e-08,0
84.0,11,3.586840117294235e-08,0
84.0,12,7.268279003204365e-08,0
84.0,13,8.333422688559561e-08,0
84.0,14,7.204641263341733e-08,0
84.0,15,6.985332508707952e-08,0
86.0,0,1.6522435420370786e-07,0
86.0,1,1.587710367585467e-07,0
86.0,2,1.0627873873526832e-07,0
86.0,3,9.659058416678826e-08,0
86.0,4,1.1578719814524773e-07,0
86.0,5,8.468229269068814e-08,0
86.0,6,5.303807014750864e-08,0
86.0,7,1.0409414221156825e-07,0
86.0,8,9.042412587152765e-08,0
86.0,9,7.3714205681432e-08,0
86.0,10,9.05270998917557e-08,0
86.0,11,3.643383487814343e-08,0
86.0,12,7.270937089230086e-08,0
86.0,13,8.400257705438242e-08,0
86.0,14,7.300312841974736e-08,0
86.0,15,7.20963228749542e-08,0
88.0,0,1.677050983124842e-07,0
88.0,1,1.6077491184468828e-07,0
