dt[s],5e-10
freqs[MHz],channel,p1[2V/sqrt(Hz)],chi2[TBA]
20.0,2,1.2493454703915492e-07,0
20.0,3,1.1499077647449576e-07,0
20.0,4,1.2329246609666002e-07,0
20.0,5,6.278922352371828e-08,0
20.0,6,1.2143235024895944e-07,0
20.0,7,1.0425555290566595e-07,0
20.0,8,1.2925385590755925e-07,0
20.0,9,6.324422835324859e-08,0
20.0,10,7.750195168337967e-08,0
20.0,11,7.402439367032373e-08,0
20.0,12,8.440369267182304e-08,0
20.0,13,6.278311990346241e-08,0
20.0,14,8.244465450374224e-08,0
20.0,15,1.5978149406789036e-07,0
22.0,0,6.457897815615064e-08,0
22.0,1,5.010515082808518e-08,0
22.0,2,1.2544210589564608e-07,0
22.0,3,1.1563022662171732e-07,0
22.0,4,1.2405074215424144e-07,0
22.0,5,6.300499808782303e-08,0
22.0,6,1.2224374504331586e-07,0
22.0,7,1.049883314593454e-07,0
22.0,8,1.298094898766007e-07,0
22.0,9,6.366136038610798e-08,0
22.0,10,7.901801597730292e-08,0
22.0,11,7.417201096096863e-08,0
22.0,12,8.451375205281463e-08,0
22.0,13,6.310529241378979e-08,0
22.0,14,8.27483791850675e-08,0
22.0,15,1.6119635584276652e-07,0
24.0,0,6.401975503786993e-08,0
24.0,1,5.002300459342272e-08,0
24.0,2,1.2544941465366384e-07,0
24.0,3,1.1527836938056348e-07,0
24.0,4,1.2384017148367568e-07,0
24.0,5,6.269838087989519e-08,0
24.0,6,1.2176064407633848e-07,0
24.0,7,1.049821806764793e-07,0
24.0,8,1.2951993746594935e-07,0
24.0,9,6.381574107513798e-08,0
24.0,10,7.784829254999269e-08,0
24.0,11,7.407622785517145e-08,0
24.0,12,8.446246925674965e-08,0
24.0,13,6.29999679664748e-08,0
24.0,14,8.242516128759671e-08,0
24.0,15,1.6188951829035779e-07,0
26.000000000000004,0,6.540850417202215e-08,0
26.000000000000004,1,5.023916483427926e-08,0
26.000000000000004,2,1.2589062713323817e-07,0
26.000000000000004,3,1.1624381755371248e-07,0
26.000000000000004,4,1.2457461716545272e-07,0
26.000000000000004,5,6.326808322302038e-08,0
26.000000000000004,6,1.2301686569548844e-07,0
26.000000000000004,7,1.0537113524609647e-07,0
26.000000000000004,8,1.3025293501443122e-07,0
26.000000000000004,9,6.430871808482432e-08,0
26.000000000000004,10,8.005401131868812e-08,0
26.000000000000004,11,7.437731901992544e-08,0
26.000000000000004,12,8.490961735141022e-08,0
26.000000000000004,13,6.324367912409584e-08,0
26.000000000000004,14,8.29829671649922e-08,0
26.000000000000004,15,1.6261830860063637e-07,0
28.0,0,6.617990854531336e-08,0
28.0,1,5.037024976626364e-08,0
28.0,2,1.2605976771172696e-07,0
28.0,3,1.1679070735421696e-07,0
28.0,4,1.2458953264220106e-07,0
28.0,5,6.35565709067209e-08,0
28.0,6,1.229271580950416e-07,0
28.0,7,1.0521219849945232e-07,0
28.0,8,1.303158376553236e-07,0
28.0,9,6.443849510460614e-08,0
28.0,10,8.042373370148409e-08,0
28.0,11,7.450631217759614e-08,0
28.0,12,8.503065661304424e-08,0
28.0,13,6.326100723767347e-08,0
28.0,14,8.310927516372122e-08,0
28.0,15,1.6170589154358237e-07,0
30.0,0,6.749612598749366e-08,0
30.0,1,5.059148953939346e-08,0
30.0,2,1.2656658254689573e-07,0
30.0,3,1.1707413053623898e-07,0
30.0,4,1.252735176016475e-07,0
30.0,5,6.377452210827526e-08,0
30.0,6,1.2379571875431798e-07,0
30.0,7,1.0569846368601592e-07,0
30.0,8,1.308412503617447e-07,0
30.0,9,6.556654568295419e-08,0
30.0,10,8.121291602031679e-08,0
30.0,11,7.481787326967055e-08,0
30.0,12,8.573805652599342e-08,0
30.0,13,6.34039999455046e-08,0
30.0,14,8.323753866981976e-08,0
30.0,15,1.6408956551304428e-07,0
32.0,0,6.660695406065239e-08,0
32.0,1,5.053730372410672e-08,0
32.0,2,1.2665661901478664e-07,0
32.0,3,1.1709934934801531e-07,0
32.0,4,1.2522827669444844e-07,0
32.0,5,6.372562258858096e-08,0
32.0,6,1.2391285288056314e-07,0
32.0,7,1.0570256668092174e-07,0
32.0,8,1.307809025138175e-07,0
32.0,9,6.571716666340291e-08,0
32.0,10,8.1319221334586e-08,0
32.0,11,7.476284193063322e-08,0
32.0,12,8.582785445168112e-08,0
32.0,13,6.34081751023267e-08,0
32.0,14,8.333527693742115e-08,0
32.0,15,1.6455293200059025e-07,0
34.0,0,6.923621309312645e-08,0
34.0,1,5.094884528537794e-08,0
34.0,2,1.2715013888142237e-07,0
34.0,3,1.1825131976248887e-07,0
34.0,4,1.2598741216510008e-07,0
34.0,5,6.4555794587055e-08,0
34.0,6,1.2433343745160994e-07,0
34.0,7,1.058303405789284e-07,0
34.0,8,1.3156765260999796e-07,0
34.0,9,6.685519184901546e-08,0
34.0,10,8.208129817211328e-08,0
34.0,11,7.547350094299809e-08,0
34.0,12,8.675441265513231e-08,0
34.0,13,6.36336822657925e-08,0
34.0,14,8.352060527624018e-08,0
34.0,15,1.6417013790687793e-07,0
36.00000000000001,0,7.023912043972269e-08,0
36.00000000000001,1,5.126324437673072e-08,0
36.00000000000001,2,1.276625887551694e-07,0
36.00000000000001,3,1.1950749862940053e-07,0
36.00000000000001,4,1.266228840476521e-07,0
36.00000000000001,5,6.554189046294028e-08,0
36.00000000000001,6,1.250204673466452e-07,0
36.00000000000001,7,1.0601158811208711e-07,0
36.00000000000001,8,1.3219193049862572e-07,0
36.00000000000001,9,6.865070946227034e-08,0
36.00000000000001,10,8.271455027483598e-08,0
36.00000000000001,11,7.622098704440033e-08,0
36.00000000000001,12,8.784147904005828e-08,0
36.00000000000001,13,6.376287592089244e-08,0
36.00000000000001,14,8.360042640605746e-08,0
36.00000000000001,15,1.654439059756867e-07,0
38.0,0,6.990185956210626e-08,0
38.0,1,5.122327055541116e-08,0
38.0,2,1.2781059232837652e-07,0
38.0,3,1.2029615705876275e-07,0
38.0,4,1.2662384942353462e-07,0
38.0,5,6.534908664243135e-08,0
38.0,6,1.2517486064998823e-07,0
38.0,7,1.0611158947771729e-07,0
38.0,8,1.324258966911931e-07,0
38.0,9,6.947968797219627e-08,0
38.0,10,8.290144385331252e-08,0
38.0,11,7.622098704440033e-08,0
38.0,12,8.828613221507791e-08,0
38.0,13,6.372443985930058e-08,0
38.0,14,8.371075391554748e-08,0
38.0,15,1.6694012768860274e-07,0
40.0,0,7.083080618992696e-08,0
40.0,1,5.152196298569764e-08,0
40.0,2,1.2859143274994873e-07,0
40.0,3,1.2089395560594656e-07,0
40.0,4,1.2729871580908175e-07,0
40.0,5,6.66526379352889e-08,0
40.0,6,1.259803923621426e-07,0
40.0,7,1.0618396102577536e-07,0
40.0,8,1.3323761790088283e-07,0
40.0,9,7.049825429061838e-08,0
40.0,10,8.316832352615788e-08,0
40.0,11,7.700055607558331e-08,0
40.0,12,8.944271909999159e-08,0
40.0,13,6.394202897361102e-08,0
40.0,14,8.380981085391986e-08,0
40.0,15,1.6804008976978759e-07,0
42.0,0,7.142470451651921e-08,0
42.0,1,5.189792907237688e-08,0
42.0,2,1.2915220214869476e-07,0
42.0,3,1.2081155844148863e-07,0
42.0,4,1.279685434331415e-07,0
42.0,5,6.77066393187087e-08,0
42.0,6,1.26286605128599e-07,0
42.0,7,1.0623583831422788e-07,0
42.0,8,1.3386870763534701e-07,0
42.0,9,7.063805039433298e-08,0
42.0,10,8.345578921320058e-08,0
42.0,11,7.872299246628474e-08,0
42.0,12,9.091683925639128e-08,0
42.0,13,6.404599875209528e-08,0
42.0,14,8.386691977306409e-08,0
42.0,15,1.677050983124842e-07,0
44.0,0,7.1911194536905e-08,0
44.0,1,5.2112073269893923e-08,0
44.0,2,1.303083443635258e-07,0
44.0,3,1.2147528020623858e-07,0
44.0,4,1.2889585566634917e-07,0
44.0,5,6.88969396041292e-08,0
44.0,6,1.2720448245966258e-07,0
44.0,7,1.0633180829368318e-07,0
44.0,8,1.3581831261293369e-07,0
44.0,9,7.178297329316822e-08,0
44.0,10,8.369477929512943e-08,0
44.0,11,7.986502179022286e-08,0
44.0,12,9.20345251648209e-08,0
44.0,13,6.421623163105833e-08,0
44.0,14,8.406821929296085e-08,0
44.0,15,1.6988026171472138e-07,0
46.0,0,7.183011558359962e-08,0
46.0,1,5.211175371291883e-08,0
46.0,2,1.306810238931209e-07,0
46.0,3,1.2156250911577247e-07,0
46.0,4,1.2918497991466398e-07,0
46.0,5,6.871956385397082e-08,0
46.0,6,1.2747740124434722e-07,0
46.0,7,1.0653279228746063e-07,0
46.0,8,1.3650834346510814e-07,0
46.0,9,7.176061123650102e-08,0
46.0,10,8.368159594695314e-08,0
46.0,11,7.947374818786996e-08,0
46.0,12,9.205400029820562e-08,0
46.0,13,6.429937695299395e-08,0
46.0,14,8.411255706060256e-08,0
46.0,15,1.7115200151890684e-07,0
48.0,0,7.23252937734123e-08,0
48.0,1,5.255495295801316e-08,0
48.0,2,1.325216837069451e-07,0
48.0,3,1.2205204377186352e-07,0
48.0,4,1.3060889143396256e-07,0
48.0,5,7.02814818904765e-08,0
48.0,6,1.2856698160593587e-07,0
48.0,7,1.067329294514754e-07,0
48.0,8,1.3802515698951406e-07,0
48.0,9,7.228652744074459e-08,0
48.0,10,8.383583713847305e-08,0
48.0,11,8.125917134728618e-08,0
48.0,12,9.316214115535895e-08,0
48.0,13,6.476208603063575e-08,0
48.0,14,8.456063734911705e-08,0
48.0,15,1.719618332237797e-07,0
50.0,0,7.246643614197937e-08,0
50.0,1,5.290389401711041e-08,0
50.0,2,1.3321821339334537e-07,0
50.0,3,1.2292330449282628e-07,0
50.0,4,1.316002918363037e-07,0
50.0,5,7.086716417927416e-08,0
50.0,6,1.292053564739704e-07,0
50.0,7,1.071049713064865e-07,0
50.0,8,1.3888228907141039e-07,0
50.0,9,7.239880865755042e-08,0
50.0,10,8.385532619049137e-08,0
50.0,11,8.213097469568918e-08,0
50.0,12,9.362931151930799e-08,0
50.0,13,6.50076148157469e-08,0
50.0,14,8.497455484655063e-08,0
50.0,15,1.7190792681033967e-07,0
52.00000000000001,0,7.255829637177619e-08,0
52.00000000000001,1,5.329657169671829e-08,0
52.00000000000001,2,1.3487837814279982e-07,0
52.00000000000001,3,1.2419242415573157e-07,0
52.00000000000001,4,1.3297199071367894e-07,0
52.00000000000001,5,7.116575032615527e-08,0
52.00000000000001,6,1.3032626767824227e-07,0
52.00000000000001,7,1.0855370931692316e-07,0
52.00000000000001,8,1.4026638029180938e-07,0
52.00000000000001,9,7.262161949549656e-08,0
52.00000000000001,10,8.388597319178023e-08,0
52.00000000000001,11,8.26541608039885e-08,0
52.00000000000001,12,9.42652414440518e-08,0
52.00000000000001,13,6.555420232887314e-08,0
52.00000000000001,14,8.547412517045954e-08,0
52.00000000000001,15,1.7500654476962643e-07,0
54.0,0,7.256673436414413e-08,0
54.0,1,5.3618896920272285e-08,0
54.0,2,1.3567493539154128e-07,0
54.0,3,1.2496121384463111e-07,0
54.0,4,1.3392993540627013e-07,0
54.0,5,7.160342787861662e-08,0
54.0,6,1.3162736287719352e-07,0
54.0,7,1.0995381178248965e-07,0
54.0,8,1.4065125917521143e-07,0
54.0,9,7.268066640935398e-08,0
54.0,10,8.398393298357815e-08,0
54.0,11,8.289747830563736e-08,0
54.0,12,9.439533247164403e-08,0
54.0,13,6.593876419705555e-08,0
54.0,14,8.652238988347547e-08,0
54.0,15,1.7592134809027415e-07,0
56.0,0,7.267220926874318e-08,0
56.0,1,5.413700595948908e-08,0
56.0,2,1.363839040029533e-07,0
56.0,3,1.2618675505458275e-07,0
56.0,4,1.349321098493249e-07,0
56.0,5,7.208425134005453e-08,0
56.0,6,1.328930742160967e-07,0
56.0,7,1.1222770019899324e-07,0
56.0,8,1.4187564641854434e-07,0
56.0,9,7.277127557154378e-08,0
56.0,10,8.415778464459037e-08,0
56.0,11,8.390284134258727e-08,0
56.0,12,9.482670615230927e-08,0
56.0,13,6.665773800098993e-08,0
56.0,14,8.805241776683111e-08,0
56.0,15,1.7627816526179173e-07,0
58.0,0,7.268464107736529e-08,0
58.0,1,5.4634007355762576e-08,0
58.0,2,1.3764052236365175e-07,0
58.0,3,1.2789218066431726e-07,0
58.0,4,1.3637933216493065e-07,0
58.0,5,7.25398217452472e-08,0
58.0,6,1.3465018038422645e-07,0
58.0,7,1.1499440497395853e-07,0
58.0,8,1.4301457051374802e-07,0
58.0,9,7.300981168887549e-08,0
58.0,10,8.461356388808028e-08,0
58.0,11,8.440997350960745e-08,0
58.0,12,9.507114876198725e-08,0
58.0,13,6.794927742947475e-08,0
58.0,14,9.02270345528973e-08,0
58.0,15,1.7893144782914984e-07,0
60.0,0,7.268467804928685e-08,0
60.0,1,5.4760484520748435e-08,0
60.0,2,1.3783451420700646e-07,0
60.0,3,1.279632178720468e-07,0
60.0,4,1.367317420099773e-07,0
60.0,5,7.253041402804852e-08,0
60.0,6,1.3504466800821515e-07,0
60.0,7,1.1566056180993811e-07,0
60.0,8,1.433776469740562e-07,0
60.0,9,7.315752948894007e-08,0
60.0,10,8.47890715820516e-08,0
60.0,11,8.440039644854106e-08,0
60.0,12,9.50970455465385e-08,0
60.0,13,6.861359273424012e-08,0
60.0,14,9.058599422792973e-08,0
60.0,15,1.8097567565721125e-07,0
62.0,0,7.269712830266775e-08,0
62.0,1,5.523474038612118e-08,0
62.0,2,1.391383824134933e-07,0
62.0,3,1.3085561072409483e-07,0
62.0,4,1.379155720074638e-07,0
62.0,5,7.271868838392173e-08,0
62.0,6,1.3629085400507305e-07,0
62.0,7,1.1668022769997859e-07,0
62.0,8,1.451750194482818e-07,0
62.0,9,7.334377069529136e-08,0
62.0,10,8.608630236357886e-08,0
62.0,11,8.487638980528048e-08,0
62.0,12,9.547457046786811e-08,0
62.0,13,6.975471181634837e-08,0
62.0,14,9.246116939359281e-08,0
62.0,15,1.8269691770708508e-07,0
64.0,0,7.286320436626036e-08,0
64.0,1,5.574707771564635e-08,0
64.0,2,1.4002754579098685e-07,0
64.0,3,1.3122923942951893e-07,0
64.0,4,1.3901669204974807e-07,0
64.0,5,7.293235161359191e-08,0
64.0,6,1.3704296687498713e-07,0
64.0,7,1.1683515879178462e-07,0
64.0,8,1.466428687689196e-07,0
64.0,9,7.360497640550228e-08,0
64.0,10,8.770190014998135e-08,0
64.0,11,8.52098620086669e-08,0
64.0,12,9.590615390382506e-08,0
64.0,13,7.071436173084012e-08,0
64.0,14,9.33277792925588e-08,0
64.0,15,1.8324746474699983e-07,0
66.0,0,7.311389069287022e-08,0
66.0,1,5.649143165134084e-08,0
66.0,2,1.4179152364259386e-07,0
66.0,3,1.3250773199998752e-07,0
66.0,4,1.4086569622614657e-07,0
66.0,5,7.317302352520498e-08,0
66.0,6,1.386505483740735e-07,0
66.0,7,1.1729177513235809e-07,0
66.0,8,1.4928314807131298e-07,0
66.0,9,7.434227925193826e-08,0
66.0,10,9.067844087703094e-08,0
66.0,11,8.586591016213981e-08,0
66.0,12,9.743205288852149e-08,0
66.0,13,7.198839643158727e-08,0
66.0,14,9.397208892202337e-08,0
66.0,15,1.8698154639437898e-07,0
68.0,0,7.341194699999311e-08,0
68.0,1,5.693373081172541e-08,0
68.0,2,1.4432353330475448e-07,0
68.0,3,1.3288912761018488e-07,0
68.0,4,1.4183960979532367e-07,0
68.0,5,7.335529736660781e-08,0
68.0,6,1.3974660130243213e-07,0
68.0,7,1.1751817675753123e-07,0
68.0,8,1.50392013163166e-07,0
68.0,9,7.508829966816032e-08,0
68.0,10,9.213404951160552e-08,0
68.0,11,8.612829683689169e-08,0
68.0,12,9.810011860050625e-08,0
68.0,13,7.277217104215272e-08,0
68.0,14,9.442516102496e-08,0
68.0,15,1.8857506610248229e-07,0
70.0,0,7.512236886110997e-08,0
70.0,1,5.784538408361269e-08,0
70.0,2,1.4630771088343035e-07,0
70.0,3,1.345738293264926e-07,0
70.0,4,1.4448137475669695e-07,0
70.0,5,7.419425052067998e-08,0
70.0,6,1.4187048795297338e-07,0
70.0,7,1.1780842926838187e-07,0
70.0,8,1.5251746814272758e-07,0
70.0,9,7.645134894972421e-08,0
70.0,10,9.36197605821241e-08,0
70.0,11,8.788620319035676e-08,0
70.0,12,1.0144063411637528e-07,0
70.0,13,7.380344096056432e-08,0
70.0,14,9.491686103532902e-08,0
70.0,15,1.9038984591030818e-07,0
72.00000000000001,0,7.829535956614309e-08,0
72.00000000000001,1,5.909608226249444e-08,0
72.00000000000001,2,1.4776324207083949e-07,0
72.00000000000001,3,1.3705554586227162e-07,0
72.00000000000001,4,1.4646409911532128e-07,0
72.00000000000001,5,7.545181757964408e-08,0
72.00000000000001,6,1.4457150114976535e-07,0
72.00000000000001,7,1.1913405819986756e-07,0
72.00000000000001,8,1.5411151566238303e-07,0
72.00000000000001,9,7.968164515676066e-08,0
72.00000000000001,10,9.454521670616034e-08,0
72.00000000000001,11,9.028019774324993e-08,0
72.00000000000001,12,1.0343362062033911e-07,0
72.00000000000001,13,7.450953785165383e-08,0
72.00000000000001,14,9.539457899096156e-08,0
72.00000000000001,15,1.9265490942985034e-07,0
74.0,0,7.951116881884928e-08,0
74.0,1,5.973832133573124e-08,0
74.0,2,1.4880803180559535e-07,0
74.0,3,1.3814352166079209e-07,0
74.0,4,1.4763270238808708e-07,0
74.0,5,7.589079196362923e-08,0
74.0,6,1.4592521541475902e-07,0
74.0,7,1.2154297331306846e-07,0
74.0,8,1.5531301638515519e-07,0
74.0,9,8.180017438987567e-08,0
74.0,10,9.484755573026287e-08,0
74.0,11,9.157230764999139e-08,0
74.0,12,1.0436825189446895e-07,0
74.0,13,7.49168869689286e-08,0
74.0,14,9.594764412544553e-08,0
74.0,15,1.9574284186455415e-07,0
76.0,0,8.135073862467116e-08,0
76.0,1,6.061407410082074e-08,0
76.0,2,1.5019699661365776e-07,0
76.0,3,1.408247066680719e-07,0
76.0,4,1.4898815047853754e-07,0
76.0,5,7.81802915481204e-08,0
76.0,6,1.472815306325919e-07,0
76.0,7,1.2584038948264234e-07,0
76.0,8,1.5748556888406722e-07,0
76.0,9,8.272042653037026e-08,0
76.0,10,9.509655840528718e-08,0
76.0,11,9.28176142591651e-08,0
76.0,12,1.0516259415457788e-07,0
76.0,13,7.533982095491504e-08,0
76.0,14,9.706926780226131e-08,0
76.0,15,1.9849787800263498e-07,0
78.0,0,8.297559722553414e-08,0
78.0,1,6.168916949690597e-08,0
78.0,2,1.5220486539611336e-07,0
78.0,3,1.4251206576598658e-07,0
78.0,4,1.5117160706209797e-07,0
78.0,5,8.071534061968063e-08,0
78.0,6,1.4876718070286181e-07,0
78.0,7,1.2704356010615546e-07,0
78.0,8,1.6056318549236296e-07,0
78.0,9,8.348509186468099e-08,0
78.0,10,9.544423558804026e-08,0
78.0,11,9.443193496626142e-08,0
78.0,12,1.0603481925218418e-07,0
78.0,13,7.596492897678698e-08,0
78.0,14,9.97209282078102e-08,0
78.0,15,1.999003363218562e-07,0
80.0,0,8.359746792911048e-08,0
80.0,1,6.275346415454177e-08,0
80.0,2,1.5558864781829108e-07,0
80.0,3,1.4401098350503233e-07,0
80.0,4,1.5404237659109997e-07,0
80.0,5,8.216850373526659e-08,0
80.0,6,1.5138308349104952e-07,0
80.0,7,1.2825698568580486e-07,0
80.0,8,1.634610032843685e-07,0
80.0,9,8.418348721691209e-08,0
80.0,10,9.62455181674527e-08,0
80.0,11,9.55621359023209e-08,0
80.0,12,1.0663080789089358e-07,0
80.0,13,7.711910408455449e-08,0
80.0,14,1.0264229613080853e-07,0
80.0,15,2.0449621677948662e-07,0
82.0,0,8.368159594695314e-08,0
82.0,1,6.30045036013176e-08,0
82.0,2,1.5768031033282074e-07,0
82.0,3,1.4553232340954513e-07,0
82.0,4,1.5581555776047974e-07,0
82.0,5,8.262494377839515e-08,0
82.0,6,1.5330300939198325e-07,0
82.0,7,1.28679218030139e-07,0
82.0,8,1.645959588493876e-07,0
82.0,9,8.439559423649207e-08,0
82.0,10,9.789675686727269e-08,0
82.0,11,9.596276075649782e-08,0
82.0,12,1.0718882578006191e-07,0
82.0,13,7.783297782278785e-08,0
82.0,14,1.0406582070362048e-07,0
82.0,15,2.0764342475552856e-07,0
84.0,0,8.390281042446763e-08,0
84.0,1,6.397227591257677e-08,0
84.0,2,1.6006564199980682e-07,0
84.0,3,1.4904746104799554e-07,0
84.0,4,1.5894590998868816e-07,0
84.0,5,8.373991582757696e-08,0
84.0,6,1.5665313393517578e-07,0
84.0,7,1.2972394366783215e-07,0
84.0,8,1.6788230831070108e-07,0
84.0,9,8.491546879343391e-08,0
84.0,10,1.0227277187139636e-07,0
84.0,11,9.743438449491579e-08,0
84.0,12,1.101020428051527e-07,0
84.0,13,8.016923018455879e-08,0
84.0,14,1.054488719748525e-07,0
84.0,15,2.1093231105723824e-07,0
86.0,0,8.427025660831879e-08,0
86.0,1,6.521113567446464e-08,0
86.0,2,1.6201304191775512e-07,0
86.0,3,1.5178158392725845e-07,0
86.0,4,1.6119347178460023e-07,0
86.0,5,8.446548617398217e-08,0
86.0,6,1.588408049888636e-07,0
86.0,7,1.3277377731682688e-07,0
86.0,8,1.716776000307531e-07,0
86.0,9,8.613520188327314e-08,0
86.0,10,1.0490423596920503e-07,0
86.0,11,9.930600324158097e-08,0
86.0,12,1.1346496072225004e-07,0
